"NAME_SET","nci60","ctrp","gdscDec15","ccle","nciSclc","almanac","sarcoma","lantern","lantnci","ncats","uniSarcoma","tncats","ukhyun","ancats","acc","nob","prism","gdsc1","gdsc2","accorg","pdxEwing"
"BMS-5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","bms-5","NA","bms-5","NA","NA","NA","NA","NA","NA","NA"
"MOLIDUSTAT","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","molidustat","NA","molidustat","NA","NA","NA","NA","NA","NA","NA"
"CEVIPABULIN SUCCINATE|CEVIPABULIN","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","cevipabulin","NA","cevipabulin","NA","NA","NA","NA","NA","NA","NA"
"CPI-703","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","cpi-703","NA","cpi-703","NA","NA","NA","NA","NA","NA","NA"
"UNC2250","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","unc2250","NA","unc2250","NA","NA","UNC2250","NA","NA","NA","NA"
"ESTRONE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","estrone","NA","estrone","NA","NA","estrone","NA","NA","NA","NA"
"CHLORAMPHENICOL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","chloramphenicol","NA","chloramphenicol","NA","NA","NA","NA","NA","NA","NA"
"ELTROMBOPAG|ELTROMBOPAG OLAMINE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","eltrombopag olamine","NA","eltrombopag olamine","NA","NA","eltrombopag","NA","NA","NA","NA"
"MEROPENEM","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","meropenem","NA","meropenem","NA","NA","NA","NA","NA","NA","NA"
"TAK-285|NA|800938","800938","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","tak-285","NA","tak-285","NA","NA","TAK-285","NA","NA","NA","NA"
"WNK-463","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","wnk-463","NA","wnk-463","NA","NA","NA","NA","NA","NA","NA"
"A-66","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","a-66","NA","a-66","NA","NA","NA","NA","NA","NA","NA"
"ZD7288 HYDRATE|ICI-D7288","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","ici-d7288","NA","ici-d7288","NA","NA","NA","NA","NA","NA","NA"
"NCB-1026","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","ncb-1026","NA","ncb-1026","NA","NA","NA","NA","NA","NA","NA"
"NICORANDIL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","nicorandil","NA","nicorandil","NA","NA","nicorandil","NA","NA","NA","NA"
"FISETIN","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fisetin","NA","fisetin","NA","NA","NA","NA","NA","NA","NA"
"CPI-1205","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","cpi-1205","NA","cpi-1205","NA","NA","NA","NA","NA","NA","NA"
"INDINAVIR|INDINAVIR SULFATE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","indinavir sulfate","NA","indinavir sulfate","NA","NA","NA","NA","NA","NA","NA"
"BALICATIB","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","balicatib","NA","balicatib","NA","NA","NA","NA","NA","NA","NA"
"MIFEPRISTONE|17-.BETA.-HYDROXY-11-.BETA.-(4-DIMETHYLAMINOPHENYL)-17-....|652104|759862","652104","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","mifepristone","NA","mifepristone","759862","NA","mifepristone","NA","NA","759862","NA"
"AZD-5438|NA|799348|AZD5438","799348","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","azd-5438","NA","azd-5438","NA","NA","AZD5438","AZD5438","AZD5438","NA","NA"
"HG-10-102-01","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","hg-10-102-01","NA","hg-10-102-01","NA","NA","NA","NA","NA","NA","NA"
"GLPG-0187","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","glpg-0187","NA","glpg-0187","NA","NA","NA","NA","NA","NA","NA"
"TALMAPIMOD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","talmapimod","NA","talmapimod","NA","NA","talmapimod","NA","NA","NA","NA"
"VU0483488-1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","vu0483488-1","NA","vu0483488-1","NA","NA","NA","NA","NA","NA","NA"
"EPITESTOSTERONE|TESTOSTERONE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","testosterone","NA","testosterone","NA","NA","NA","NA","NA","NA","NA"
"ITK INHIBITOR","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","itk inhibitor","NA","itk inhibitor","NA","NA","NA","NA","NA","NA","NA"
"IPRATROPIUM BROMIDE HYDRATE|IPRATROPIUM BROMIDE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","ipratropium bromide","NA","ipratropium bromide","NA","NA","NA","NA","NA","NA","NA"
"BMS-986020","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","bms-986020","NA","bms-986020","NA","NA","NA","NA","NA","NA","NA"
"AVASIMIBE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","avasimibe","NA","avasimibe","NA","NA","NA","NA","NA","NA","NA"
"TROXACITABINE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","troxacitabine","NA","troxacitabine","NA","NA","NA","NA","NA","NA","NA"
"PIBOSEROD|PIBOSEROD HYDROCHLORIDE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","piboserod hydrochloride","NA","piboserod hydrochloride","NA","NA","NA","NA","NA","NA","NA"
"ACY-775","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","acy-775","NA","acy-775","NA","NA","NA","NA","NA","NA","NA"
"LY310762","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","ly310762","NA","ly310762","NA","NA","NA","NA","NA","NA","NA"
"CDK9 INHIBITOR","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","cdk9 inhibitor","NA","cdk9 inhibitor","NA","NA","NA","NA","NA","NA","NA"
"CHRYSOPHANOL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","chrysophanol","NA","chrysophanol","NA","NA","NA","NA","NA","NA","NA"
"CGP-74588 (N-DESMETHYL IMATINIB)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","cgp-74588 (n-desmethyl imatinib)","NA","cgp-74588 (n-desmethyl imatinib)","NA","NA","NA","NA","NA","NA","NA"
"NEPAFENAC","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","nepafenac","NA","nepafenac","NA","NA","NA","NA","NA","NA","NA"
"PF-06250112","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","pf-06250112","NA","pf-06250112","NA","NA","NA","NA","NA","NA","NA"
"ENCORAFENIB|LGX-818|778304","778304","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","encorafenib","NA","encorafenib","NA","NA","NA","NA","NA","NA","NA"
"CHEM DIV,N050-0005|METHYLTESTOSTERONE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","methyltestosterone","NA","methyltestosterone","NA","NA","NA","NA","NA","NA","NA"
"NCGC00249661","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","ncgc00249661","NA","ncgc00249661","NA","NA","NA","NA","NA","NA","NA"
"SU-11274|SU11274","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","su-11274","NA","su-11274","NA","NA","NA","SU11274","NA","NA","NA"
"NAFAMOSTAT MESYLATE|NAFAMOSTAT MESILATE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","nafamostat mesilate","NA","nafamostat mesilate","NA","NA","NA","NA","NA","NA","NA"
"PURMORPHAMINE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","purmorphamine","NA","purmorphamine","NA","NA","NA","NA","NA","NA","NA"
"VADADUSTAT","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","vadadustat","NA","vadadustat","NA","NA","NA","NA","NA","NA","NA"
"KUC107871N-04|KUC107871N","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","kuc107871n","NA","kuc107871n","NA","NA","NA","NA","NA","NA","NA"
"CEFOPERAZONE SODIUM","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","cefoperazone sodium","NA","cefoperazone sodium","NA","NA","NA","NA","NA","NA","NA"
"D-942","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","d-942","NA","d-942","NA","NA","NA","NA","NA","NA","NA"
"VERDINEXOR","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","verdinexor","NA","verdinexor","NA","NA","NA","NA","NA","NA","NA"
"CPI-444|CIFORADENANT","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","ciforadenant","NA","ciforadenant","NA","NA","NA","NA","NA","NA","NA"
"TAK-875","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","tak-875","NA","tak-875","NA","NA","NA","NA","NA","NA","NA"
"ZANUBRUTINIB|BGB3111|CS-0021869|BGB-3111|823807","823807","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","zanubrutinib","NA","zanubrutinib","NA","NA","NA","NA","NA","NA","NA"
"REPARIXIN","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","reparixin","NA","reparixin","NA","NA","NA","NA","NA","NA","NA"
"AST-487","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","ast-487","NA","ast-487","NA","NA","NA","NA","NA","NA","NA"
"JNJ-42165279","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","jnj-42165279","NA","jnj-42165279","NA","NA","NA","NA","NA","NA","NA"
"DEFEROXAMINE MESYLATE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","deferoxamine mesylate","NA","deferoxamine mesylate","NA","NA","NA","NA","NA","NA","NA"
"ELIPRODIL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","eliprodil","NA","eliprodil","NA","NA","NA","NA","NA","NA","NA"
"FESOTERODINE FUMARATE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fesoterodine fumarate","NA","fesoterodine fumarate","NA","NA","NA","NA","NA","NA","NA"
"TRILOSTANE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","trilostane","NA","trilostane","NA","NA","NA","NA","NA","NA","NA"
"PRAMIPEXOLE HYDROCHLORIDE|PRAMIPEXOLE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","pramipexole","NA","pramipexole","NA","NA","NA","NA","NA","NA","NA"
"DAROLUTAMIDE|DAROLUTAMIDE (ODM-201)|BAY-1841788|BAY1841788|CS-5174|825331","825331","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","darolutamide","NA","darolutamide","NA","NA","NA","NA","NA","NA","NA"
"XRP-44X","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","xrp-44x","NA","xrp-44x","NA","NA","NA","NA","NA","NA","NA"
"EPZ011989","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","epz011989","NA","epz011989","NA","NA","NA","NA","NA","NA","NA"
"CGI-1746","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","cgi-1746","NA","cgi-1746","NA","NA","NA","NA","NA","NA","NA"
"ROSE BENGAL DISODIUM|ROSE BENGAL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","rose bengal","NA","rose bengal","NA","NA","NA","NA","NA","NA","NA"
"TOLNAFTATE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","tolnaftate","NA","tolnaftate","NA","NA","NA","NA","NA","NA","NA"
"TRANYLCYPROMINE HYDROCHLORIDE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","tranylcypromine hydrochloride","NA","tranylcypromine hydrochloride","NA","NA","NA","NA","NA","NA","NA"
"PREGABALIN","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","pregabalin","NA","pregabalin","NA","NA","NA","NA","NA","NA","NA"
"A-366","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","a-366","NA","a-366","NA","NA","NA","NA","A-366","NA","NA"
"GSK-2981278","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","gsk-2981278","NA","gsk-2981278","NA","NA","NA","NA","NA","NA","NA"
"R-268712","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","r-268712","NA","r-268712","NA","NA","NA","NA","NA","NA","NA"
"BMS-587101","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","bms-587101","NA","bms-587101","NA","NA","NA","NA","NA","NA","NA"
"S31-201","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","s31-201","NA","s31-201","NA","NA","NA","NA","NA","NA","NA"
"ERGOSTEROL|62791","62791","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","ergosterol","NA","ergosterol","NA","NA","NA","NA","NA","NA","NA"
"ML-119","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","ml-119","NA","ml-119","NA","NA","NA","NA","NA","NA","NA"
"TAMSULOSIN HYDROCHLORIDE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","tamsulosin hydrochloride","NA","tamsulosin hydrochloride","NA","NA","NA","NA","NA","NA","NA"
"ERTEBEREL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","erteberel","NA","erteberel","NA","NA","erteberel","NA","NA","NA","NA"
"15(R)-PROSTAGLANDIN E2|DINOPROSTONE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","dinoprostone","NA","dinoprostone","NA","NA","NA","NA","NA","NA","NA"
"BIOCHANIN A|4-METHYLGENISTEIN","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","biochanin a","NA","biochanin a","NA","NA","4-methylgenistein","NA","NA","NA","NA"
"SB-525334","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","sb-525334","NA","sb-525334","NA","NA","SB-525334","NA","NA","NA","NA"
"AT-IAP","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","at-iap","NA","at-iap","NA","NA","NA","NA","NA","NA","NA"
"GSK-2250665A","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","gsk-2250665a","NA","gsk-2250665a","NA","NA","NA","NA","NA","NA","NA"
"PD-137337|CI-988","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","ci-988","NA","ci-988","NA","NA","NA","NA","NA","NA","NA"
"BMS-378806","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","bms-378806","NA","bms-378806","NA","NA","NA","NA","NA","NA","NA"
"BAY1895344|BAY-1895344|CT-BAY189|817275|800525","817275","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","bay-1895344","NA","bay-1895344","800525","NA","NA","NA","NA","800525","NA"
"BG-15A","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","bg-15a","NA","bg-15a","NA","NA","NA","NA","NA","NA","NA"
"NEBIVOLOL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","nebivolol","NA","nebivolol","NA","NA","NA","NA","NA","NA","NA"
"NIFLUMIC ACID","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","niflumic acid","NA","niflumic acid","NA","NA","NA","NA","NA","NA","NA"
"PAEONIFLORIN","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","paeoniflorin","NA","paeoniflorin","NA","NA","NA","NA","NA","NA","NA"
"VU0483486-1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","vu0483486-1","NA","vu0483486-1","NA","NA","NA","NA","NA","NA","NA"
"5-HYDROXYMETHYL TOLTERODINE (PNU 200577, 5-HMT, 5-HM)|DESFESOTERODINE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","desfesoterodine","NA","desfesoterodine","NA","NA","NA","NA","NA","NA","NA"
"APIXABAN","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","apixaban","NA","apixaban","NA","NA","NA","NA","NA","NA","NA"
"FRAX-597","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","frax-597","NA","frax-597","NA","NA","NA","NA","NA","NA","NA"
"BS-194","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","bs-194","NA","bs-194","NA","NA","NA","NA","NA","NA","NA"
"SIBUTRAMINE HYDROCHLORIDE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","sibutramine hydrochloride","NA","sibutramine hydrochloride","NA","NA","NA","NA","NA","NA","NA"
"VESNARINONE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","vesnarinone","NA","vesnarinone","NA","NA","NA","NA","NA","NA","NA"
"GSK-2837808A","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","gsk-2837808a","NA","gsk-2837808a","NA","NA","NA","NA","NA","NA","NA"
"ANDARINE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","andarine","NA","andarine","NA","NA","NA","NA","NA","NA","NA"
"OMECAMTIV MECARBIL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","omecamtiv mecarbil","NA","omecamtiv mecarbil","NA","NA","NA","NA","NA","NA","NA"
"(R)-(+)-ETOMOXIR SODIUM SALT|RAC-ETOMOXIR","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","rac-etomoxir","NA","NA","NA","NA","NA","NA","NA"
"ETHISTERONE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","ethisterone","NA","ethisterone","NA","NA","NA","NA","NA","NA","NA"
"ROFLUMILAST","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","roflumilast","NA","roflumilast","NA","NA","NA","NA","NA","NA","NA"
"BMS-906024","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","bms-906024","NA","bms-906024","NA","NA","NA","NA","NA","NA","NA"
"CNX-2006","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","cnx-2006","NA","cnx-2006","NA","NA","CNX-2006","NA","NA","NA","NA"
"URB597|URB-597","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","urb-597","NA","urb-597","NA","NA","NA","NA","NA","NA","NA"
"NCGC00189393","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","ncgc00189393","NA","ncgc00189393","NA","NA","NA","NA","NA","NA","NA"
"GZD-824|GZD824","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","gzd-824","NA","gzd-824","NA","NA","GZD824","NA","NA","NA","NA"
"CONIVAPTAN|CONIVAPTAN HYDROCHLORIDE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","conivaptan hydrochloride","NA","conivaptan hydrochloride","NA","NA","NA","NA","NA","NA","NA"
"(R)PK-11195|PK-11195","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","pk-11195","NA","pk-11195","NA","NA","NA","NA","NA","NA","NA"
"AMPANEL|TALAMPANEL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","talampanel","NA","talampanel","NA","NA","NA","NA","NA","NA","NA"
"ENDO-ATROPINE SULFATE|ATROPINE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","atropine","NA","atropine","NA","NA","NA","NA","NA","NA","NA"
"NCGC00378588","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","ncgc00378588","NA","ncgc00378588","NA","NA","NA","NA","NA","NA","NA"
"FOTEMUSTINE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fotemustine","NA","fotemustine","NA","NA","NA","NA","NA","NA","NA"
"NEC-1S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","nec-1s","NA","nec-1s","NA","NA","NA","NA","NA","NA","NA"
"GSK-2982772","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","gsk-2982772","NA","gsk-2982772","NA","NA","NA","NA","NA","NA","NA"
"HH-AG1.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","hh-ag1.5","NA","hh-ag1.5","NA","NA","NA","NA","NA","NA","NA"
"MLN-120B","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","mln-120b","NA","mln-120b","NA","NA","NA","NA","NA","NA","NA"
"TP-0903|TP0903|CS-4281|798200|DUBERMATINIB","798200","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","dubermatinib","NA","dubermatinib","NA","NA","NA","NA","NA","NA","NA"
"ROFECOXIB","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","rofecoxib","NA","rofecoxib","NA","NA","NA","NA","NA","NA","NA"
"OICR-9429","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","oicr-9429","NA","oicr-9429","NA","NA","NA","NA","NA","NA","NA"
"COMPOUND 22D","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","compound 22d","NA","compound 22d","NA","NA","NA","NA","NA","NA","NA"
"ASPIRIN","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","aspirin","NA","aspirin","NA","NA","aspirin","NA","NA","NA","NA"
"PHENFORMIN HYDROCHLORIDE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","phenformin hydrochloride","NA","phenformin hydrochloride","NA","NA","NA","NA","NA","NA","NA"
"CEBRANOPADOL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","cebranopadol","NA","cebranopadol","NA","NA","cebranopadol","NA","NA","NA","NA"
"CRID3 SODIUM SALT|CP-456773","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","cp-456773","NA","cp-456773","NA","NA","NA","NA","NA","NA","NA"
"CYCLOVIROBUXIN D|CYCLOVIROBUXIN-D","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","cyclovirobuxin d","NA","cyclovirobuxin d","NA","NA","cyclovirobuxin-D","NA","NA","NA","NA"
"ITACITINIB ADIPATE|ITACITINIB","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","itacitinib","NA","itacitinib","NA","NA","NA","NA","NA","NA","NA"
"BRICICLIB SODIUM|BRICICLIB","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","briciclib","NA","briciclib","NA","NA","NA","NA","NA","NA","NA"
"NVP-HSP990|HSP-990","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","hsp-990","NA","hsp-990","NA","NA","NA","NA","NA","NA","NA"
"PROCATEROL HYDROCHLORIDE|PROCATEROL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","procaterol","NA","procaterol","NA","NA","NA","NA","NA","NA","NA"
"BAY-418543|BAY-41-8543","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","bay-41-8543","NA","bay-41-8543","NA","NA","NA","NA","NA","NA","NA"
"KUC103669N","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","kuc103669n","NA","kuc103669n","NA","NA","NA","NA","NA","NA","NA"
"ISRADIPINE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","isradipine","NA","isradipine","NA","NA","NA","NA","NA","NA","NA"
"DORSOMORPHIN","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","dorsomorphin","NA","dorsomorphin","NA","NA","NA","NA","NA","NA","NA"
"LACTOBIONIC ACID","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","lactobionic acid","NA","lactobionic acid","NA","NA","NA","NA","NA","NA","NA"
"2-({2-[(3-HYDROXYPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)BENZAMIDE|DB-07268","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","db-07268","NA","db-07268","NA","NA","NA","NA","NA","NA","NA"
"DIOSMETIN","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","diosmetin","NA","diosmetin","NA","NA","NA","NA","NA","NA","NA"
"ENALAPRIL MALEATE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","enalapril maleate","NA","enalapril maleate","NA","NA","NA","NA","NA","NA","NA"
"GW-6471","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","gw-6471","NA","gw-6471","NA","NA","NA","NA","NA","NA","NA"
"MECARBINATE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","mecarbinate","NA","mecarbinate","NA","NA","NA","NA","NA","NA","NA"
"6-METHYL-2-(PHENYLETHYNYL)PYRIDINE HYDROCHLORIDE|2-METHYL-6-(PHENYLETHYNYL)PYRIDINE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2-methyl-6-(phenylethynyl)pyridine","NA","2-methyl-6-(phenylethynyl)pyridine","NA","NA","NA","NA","NA","NA","NA"
"IKK-2 INHIBITOR VIII","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","ikk-2 inhibitor viii","NA","ikk-2 inhibitor viii","NA","NA","NA","NA","NA","NA","NA"
"LEVDOBUTAMINE LACTOBIONATE|DOBUTAMINE HYDROCHLORIDE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","dobutamine hydrochloride","NA","dobutamine hydrochloride","NA","NA","NA","NA","NA","NA","NA"
"KUC111774N","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","kuc111774n","NA","kuc111774n","NA","NA","NA","NA","NA","NA","NA"
"GELIOMYCIN|HELIOMYCIN","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","heliomycin","NA","heliomycin","NA","NA","NA","NA","NA","NA","NA"
"SAR-260301 (ENANTIOMER 1)|SAR-260301|ENANTIOMER P1 OF SAR-260301|A-1301|;A-1301;ENANTIOMER P1 OF SAR-260301|SAR-260301 (ENANTIOMER 2)|ENANTIOMER P2 OF SAR-260301, A-1301|ENANTIOMER P2 OF SAR-260301|;ENANTIOMER P2 OF SAR-260301;A-1301|780290|780291","780290|780291","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","sar-260301","NA","sar-260301","NA","NA","NA","NA","NA","NA","NA"
"DARUNAVIR ETHANOLATE|DARUNAVIR","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","darunavir","NA","darunavir","NA","NA","NA","NA","NA","NA","NA"
"BIOYMIFI","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","bioymifi","NA","bioymifi","NA","NA","NA","NA","NA","NA","NA"
"XMD8-87","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","xmd8-87","NA","xmd8-87","NA","NA","NA","NA","NA","NA","NA"
