,Drug Name,DrugBank ID,PubChem CID,PubChem SID,SMILES,Targets Name,Targets
3936,Verdoheme,DB04803,131704289,46506747,CC1=CC2=CC3=[N+]4C(=CC5=C(C=C)C(C)=C6OC7=C(C=C)C(C)=C8C=C1N2[Fe]4(N56)N78)C(C)=C3CCC(O)=O,['Heme oxygenase 1'],['P09601']
3937,Virginiamycin S1,DB04805,5388936,46507514,[H][C@@]12CCCN1C(=O)[C@@H](CC)NC(=O)[C@@H](NC(=O)C1=NC=CC=C1O)[C@@H](C)OC(=O)[C@@H](NC(=O)[C@]1([H])CC(=O)CCN1C(=O)[C@]([H])(CC1=CC=CC=C1)N(C)C2=O)C1=CC=CC=C1,['60S ribosomal protein L37'],['P61927']
3938,4-NITROPHENYL-(6-S-ALPHA-D-XYLOPYRANOSYL)-BETA-D-GLUCOPYRANOSIDE,DB04807,6102810,46509046,O[C@@H]1CO[C@H](SC[C@H]2O[C@@H](OC3=CC=C(C=C3)[N+]([O-])=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O,['Alpha-xylosidase'],['P31434']
3939,SALOPHEN-10-PROPIONATE IRON CHELATE,DB04809,131704291,46507929,[Fe+4].[H]\C(=N/C1=C(C=C(CCC(O)=O)C=C1)/N=C(\[H])C1=CC=CC=C1[O-])C1=CC=CC=C1[O-],['Heme oxygenase'],['Q54AI1']
3940,Salophen-10-carboxylate iron chelate,DB04810,131704292,46507216,[Fe+4].[H]\C(=N/C1=C(C=C(C=C1)C(O)=O)/N=C(\[H])C1=CC=CC=C1[O-])C1=CC=CC=C1[O-],['Heme oxygenase'],['Q54AI1']
3941,Salophen iron chelate,DB04811,131704294,46505709,[Fe+4].[H]\C(=N/C1=CC=CC=C1\N=C(/[H])C1=CC=CC=C1[O-])C1=CC=CC=C1[O-],['Heme oxygenase'],['Q54AI1']
3942,Metamizole,DB04817,522325,46509035,CN(CS(O)(=O)=O)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1,['Prostaglandin G/H synthase 1'],['P23219']
3943,Nialamide,DB04820,4472,46506047,O=C(CCNNC(=O)C1=CC=NC=C1)NCC1=CC=CC=C1,"['Amine oxidase [flavin-containing] B', 'Amine oxidase [flavin-containing] A', 'Catechol O-methyltransferase']","['P27338', 'P21397', 'P21964']"
3944,Nomifensine,DB04821,4528,46505804,CN1CC(C2=CC=CC=C2)C2=C(C1)C(N)=CC=C2,"['Sodium-dependent noradrenaline transporter', 'Sodium-dependent dopamine transporter', 'Amine oxidase [flavin-containing] B', 'Amine oxidase [flavin-containing] A', 'Myeloperoxidase', 'Sodium-dependent serotonin transporter', 'Synaptic vesicular amine transporter']","['P23975', 'Q01959', 'P27338', 'P21397', 'P05164', 'P31645', 'Q05940']"
3945,Phenolphthalein,DB04824,4764,46506108,OC1=CC=C(C=C1)C1(OC(=O)C2=CC=CC=C12)C1=CC=C(O)C=C1,"['UDP-glucuronosyltransferase 1-9', 'Nuclear receptor subfamily 1 group I member 2', 'Nuclear receptor subfamily 1 group I member 3', 'Estrogen receptor alpha', 'Sex hormone-binding globulin']","['O60656', 'O75469', 'Q14994', 'P03372', 'P04278']"
3946,Prenylamine,DB04825,9801,46508663,CC(CC1=CC=CC=C1)NCCC(C1=CC=CC=C1)C1=CC=CC=C1,"['Calmodulin', 'Myosin light chain kinase 2, skeletal/cardiac muscle']","['P0DP23', 'Q9H1R3']"
3947,Zomepirac,DB04828,5733,46504549,CN1C(CC(O)=O)=CC(C)=C1C(=O)C1=CC=C(Cl)C=C1,['Prostaglandin D2 receptor 2'],['Q9Y5Y4']
3948,Lysergic acid diethylamide,DB04829,5761,46506397,[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N(CC)CC,"['5-hydroxytryptamine receptor 1A', '5-hydroxytryptamine receptor 2B', '5-hydroxytryptamine receptor 6']","['P08908', 'P41595', 'P50406']"
3949,Zimelidine,DB04832,41987,46504589,CN(C)C\C=C(\C1=CC=C(Br)C=C1)C1=CC=CN=C1,"['Amine oxidase [flavin-containing] B', 'Amine oxidase [flavin-containing] A', 'Sodium-dependent serotonin transporter']","['P27338', 'P21397', 'P31645']"
3950,Rapacuronium,DB04834,5311399,46506932,[H][C@@]12C[C@@H]([C@H](OC(=O)CC)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)N1CCCCC1)[N+]1(CC=C)CCCCC1,['Muscarinic acetylcholine receptor M2'],['P08172']
3951,Maraviroc,DB04835,3002977,46508040,CC(C)C1=NN=C(C)N1[C@H]1C[C@@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)C1=CC=CC=C1,['C-C chemokine receptor type 5'],['P51681']
3952,Amineptine,DB04836,34869,46509012,OC(=O)CCCCCCNC1C2=CC=CC=C2CCC2=CC=CC=C12,"['Sodium-dependent noradrenaline transporter', 'Sodium-dependent serotonin transporter']","['P23975', 'P31645']"
3953,Clofedanol,DB04837,2795,46505324,CN(C)CCC(O)(C1=CC=CC=C1)C1=CC=CC=C1Cl,['Histamine H1 receptor'],['P35367']
3954,Cyclandelate,DB04838,2893,46505740,CC1CC(CC(C)(C)C1)OC(=O)C(O)C1=CC=CC=C1,"['Voltage-dependent calcium channel subunit alpha-2/delta-1', 'Liver carboxylesterase 1']","['P54289', 'P23141']"
3955,Cyproterone acetate,DB04839,9880,46506931,[H][C@@]12C[C@]1([H])[C@@]1(C)C(=CC2=O)C(Cl)=C[C@@]2([H])[C@]3([H])CC[C@](OC(C)=O)(C(C)=O)[C@@]3(C)CC[C@]12[H],"['Androgen receptor', 'Prostate-specific antigen']","['P10275', 'P07288']"
3956,Debrisoquine,DB04840,2966,46507664,NC(=N)N1CCC2=CC=CC=C2C1,['Sodium-dependent noradrenaline transporter'],['P23975']
3957,Flunarizine,DB04841,941361,46507129,FC1=CC=C(C=C1)C(N1CCN(C\C=C\C2=CC=CC=C2)CC1)C1=CC=C(F)C=C1,"['Voltage-dependent T-type calcium channel subunit alpha-1G', 'Voltage-dependent T-type calcium channel subunit alpha-1H', 'Voltage-dependent T-type calcium channel subunit alpha-1I', 'Calmodulin', 'Histamine H1 receptor']","['O43497', 'O95180', 'Q9P0X4', 'P0DP23', 'P35367']"
3958,Fluspirilene,DB04842,3396,46508202,FC1=CC=C(C=C1)C(CCCN1CCC2(CC1)N(CNC2=O)C1=CC=CC=C1)C1=CC=C(F)C=C1,"['Dopamine D2 receptor', '5-hydroxytryptamine receptor 2A', 'Voltage-dependent calcium channel gamma-1 subunit']","['P14416', 'P28223', 'Q06432']"
3959,Mepenzolate,DB04843,4057,46508905,C[N+]1(C)CCCC(C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,"['Muscarinic acetylcholine receptor M1', 'Muscarinic acetylcholine receptor M3']","['P11229', 'P20309']"
3960,Tetrabenazine,DB04844,6018,46506426,COC1=C(OC)C=C2C3CC(=O)C(CC(C)C)CN3CCC2=C1,"['Synaptic vesicular amine transporter', 'Dopamine D2 receptor']","['Q05940', 'P14416']"
3961,Ixabepilone,DB04845,6445540,99443224,[H][C@]12C[C@H](NC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@@H](O)[C@@H](C)CCC[C@@]1(C)O2)C(\C)=C\C1=CSC(C)=N1,['Tubulin beta-3 chain'],['Q13509']
3962,Celiprolol,DB04846,2663,310264853,CCN(CC)C(=O)NC1=CC=C(OCC(O)CNC(C)(C)C)C(=C1)C(C)=O,"['Beta-1 adrenergic receptor', 'Beta-2 adrenergic receptor', 'Beta-3 adrenergic receptor', 'Alpha-2A adrenergic receptor', 'Alpha-2B adrenergic receptor', 'Alpha-2C adrenergic receptor']","['P08588', 'P07550', 'P13945', 'P08913', 'P18089', 'P18825']"
3963,Roxadustat,DB04847,11256664,347827699,CC1=NC(C(=O)NCC(O)=O)=C(O)C2=C1C=C(OC1=CC=CC=C1)C=C2,"['Egl nine homolog 1', 'Egl nine homolog 2', 'Egl nine homolog 3']","['Q9GZT9', 'Q96KS0', 'Q9H6Z9']"
3964,Cediranib,DB04849,9933475,175426860,COC1=CC2=C(C=C1OCCCN1CCCC1)N=CN=C2OC1=C(F)C2=C(NC(C)=C2)C=C1,['Vascular endothelial growth factor receptor 2'],['P35968']
3965,Posizolid,DB04850,213049,175426861,OC[C@H](O)C(=O)N1CCC(=CC1)C1=C(F)C=C(C=C1F)N1C[C@H](COC2=NOC=C2)OC1=O,"['23S ribosomal RNA', 'Amine oxidase [flavin-containing] A']",['P21397']
3966,Biricodar,DB04851,9963148,175426862,COC1=CC(=CC(OC)=C1OC)C(=O)C(=O)N1CCCC[C@H]1C(=O)OC(CCCC1=CN=CC=C1)CCCC1=CN=CC=C1,"['ATP-binding cassette sub-family B member 5', 'Multidrug resistance-associated protein 1', 'ATP-binding cassette sub-family G member 2']","['Q2M3G0', 'P33527', 'Q9UNQ0']"
3967,Implitapide,DB04852,5745206,175426863,CC1=NC2=C(C3=CC=CC=C3N2CC2=CC(=CC=C2)[C@H](C2CCCC2)C(=O)N[C@@H](CO)C2=CC=CC=C2)C(C)=C1,['Microsomal triglyceride transfer protein large subunit'],['P55157']
3968,Binodenoson,DB04853,9576912,175426864,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N)N=C(N\N=C\C3CCCCC3)N=C12,['Adenosine receptor A2a'],['P29274']
3969,Febuxostat,DB04854,134018,310264854,CC(C)COC1=C(C=C(C=C1)C1=NC(C)=C(S1)C(O)=O)C#N,['Xanthine dehydrogenase/oxidase'],['P47989']
3970,Dronedarone,DB04855,208898,175426865,CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2,"['Alpha-1A adrenergic receptor', 'Alpha-1B adrenergic receptor', 'Alpha-1D adrenergic receptor', 'Alpha-2A adrenergic receptor', 'Alpha-2B adrenergic receptor', 'Alpha-2C adrenergic receptor', 'Potassium voltage-gated channel subfamily H member 2', 'Voltage-dependent L-type calcium channel subunit alpha-1C', 'Voltage-dependent L-type calcium channel subunit alpha-1D', 'Voltage-dependent L-type calcium channel subunit alpha-1F', 'Voltage-dependent L-type calcium channel subunit alpha-1S', 'Voltage-dependent L-type calcium channel subunit beta-1', 'Voltage-dependent L-type calcium channel subunit beta-2', 'Voltage-dependent L-type calcium channel subunit beta-3', 'Voltage-dependent L-type calcium channel subunit beta-4', 'Potassium channel subfamily K member 2', 'Sodium channel protein type 5 subunit alpha', 'G protein-activated inward rectifier potassium channel 1', 'Potassium voltage-gated channel subfamily KQT member 1', 'Inward rectifier potassium channel', 'Sodium/calcium exchanger 1', 'Potassium voltage-gated channel subfamily D member 3', 'Beta-1 adrenergic receptor', 'Thyroid hormone receptor alpha']","['P35348', 'P35368', 'P25100', 'P08913', 'P18089', 'P18825', 'Q12809', 'Q13936', 'Q01668', 'O60840', 'Q13698', 'Q02641', 'Q08289', 'P54284', 'O00305', 'O95069', 'Q14524', 'P48549', 'P51787', 'Q14500', 'P32418', 'Q9UK17', 'P08588', 'P10827']"
3971,Dexloxiglumide,DB04856,65937,175426866,CCCCCN(CCCOC)C(=O)[C@@H](CCC(O)=O)NC(=O)C1=CC(Cl)=C(Cl)C=C1,['Cholecystokinin receptor type A'],['P32238']
3972,Brasofensine,DB04857,9614919,175426867,[H][C@@]12CC[C@@]([H])(N1C)[C@]([H])(\C=N\OC)[C@H](C2)C1=CC(Cl)=C(Cl)C=C1,['Dopamine D2 receptor'],['P14416']
3973,Zanapezil,DB04859,198752,175426869,O=C(CCC1CCN(CC2=CC=CC=C2)CC1)C1=CC2=C(CCCCN2)C=C1,['Acetylcholinesterase'],['P22303']
3974,Isatoribine,DB04860,72231,175426870,NC1=NC(=O)C2=C(N1)N([C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O)C(=O)S2,['Toll-like receptor 7'],['Q9NYK1']
3975,Nebivolol,DB04861,71301,99443225,OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2,"['Beta-1 adrenergic receptor', 'Beta-2 adrenergic receptor', 'Beta-3 adrenergic receptor']","['P08588', 'P07550', 'P13945']"
3976,Merimepodib,DB04862,153241,175426871,COC1=C(C=CC(NC(=O)NC2=CC=CC(CNC(=O)O[C@H]3CCOC3)=C2)=C1)C1=CN=CO1,"[""Inosine-5'-monophosphate dehydrogenase""]",['P0C0H6']
3977,Lefradafiban,DB04863,9576916,175426872,[H][C@@]1(COC2=CC=C(C=C2)C2=CC=C(C=C2)C(=N)NC(=O)OC)C[C@@H](CC(=O)OC)C(=O)N1,"['Integrin alpha-IIb', 'Integrin beta-3']","['P08514', 'P05106']"
3978,Huperzine A,DB04864,854026,175426873,[H][C@@]12CC3=C(C=CC(=O)N3)[C@@](N)(CC(C)=C1)\C2=C\C,['Acetylcholinesterase'],['P22303']
3979,Omacetaxine mepesuccinate,DB04865,285033,175426874,[H][C@@]1(OC(=O)[C@@](O)(CCCC(C)(C)O)CC(=O)OC)C(OC)=C[C@]23CCCN2CCC2=CC4=C(OCO4)C=C2[C@]13[H],"['50S ribosomal protein L2', '60S ribosomal protein L3']","['P20276', 'P39023']"
3980,Halofuginone,DB04866,456390,175426875,[H][C@]1(O)CCCN[C@]1([H])CC(=O)CN1C=NC2=C(C=C(Cl)C(Br)=C2)C1=O,"['Collagen alpha-1(I) chain', '72 kDa type IV collagenase']","['P02452', 'P08253']"
3981,Lintitript,DB04867,122077,175426876,OC(=O)CN1C(=CC2=CC=CC=C12)C(=O)NC1=NC(=CS1)C1=CC=CC=C1Cl,['Cholecystokinin receptor type A'],['P32238']
3982,Nilotinib,DB04868,644241,99443226,CC1=CN(C=N1)C1=CC(NC(=O)C2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)=CC(=C1)C(F)(F)F,"['Tyrosine-protein kinase ABL1', 'Mast/stem cell growth factor receptor Kit']","['P00519', 'P10721']"
3983,Olcegepant,DB04869,6918509,175426877,NCCCC[C@H](NC(=O)[C@@H](CC1=CC(Br)=C(O)C(Br)=C1)NC(=O)N1CCC(CC1)N1CC2=C(NC1=O)C=CC=C2)C(=O)N1CCN(CC1)C1=CC=NC=C1,"['Calcitonin gene-related peptide type 1 receptor', 'Calcitonin gene-related peptide 1']","['Q16602', 'P06881']"
3984,Lorcaserin,DB04871,11658860,310264855,C[C@H]1CNCCC2=CC=C(Cl)C=C12,['5-hydroxytryptamine receptor 2C'],['P28335']
3985,Osanetant,DB04872,219077,175426879,CN(C(C)=O)C1(CCN(CCC[C@@]2(CCCN(C2)C(=O)C2=CC=CC=C2)C2=CC(Cl)=C(Cl)C=C2)CC1)C1=CC=CC=C1,['Neuromedin-K receptor'],['P29371']
3986,Piboserod,DB04873,177336,175426880,CCCCN1CCC(CNC(=O)C2=C3OCCCN3C3=CC=CC=C23)CC1,['5-hydroxytryptamine receptor 4'],['Q13639']
3987,Pralnacasan,DB04875,153270,175426882,CCO[C@@H]1OC(=O)C[C@@H]1NC(=O)[C@@H]1CCCN2N1C(=O)[C@H](CCC2=O)NC(=O)C1=NC=CC2=CC=CC=C12,['Caspase-1'],['P29466']
3988,Vildagliptin,DB04876,6918537,99443227,OC12CC3CC(C1)CC(C3)(C2)NCC(=O)N1CCC[C@H]1C#N,['Dipeptidyl peptidase 4'],['P27487']
3989,Voacamine,DB04877,11953931,99443228,[H][C@@]12C[C@H](CC)[C@]3([H])N(C1)CCC1=C(NC4=CC(=C(OC)C=C14)[C@@]1([H])C[C@]4([H])C(C(=O)OC)[C@@]([H])(CC5=C1NC1=CC=CC=C51)N(C)C\C4=C\C)[C@@]3(C2)C(=O)OC,['P-glycoprotein 1'],['P08183']
3990,Voglibose,DB04878,444020,46504462,OCC(CO)N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,"['Maltase-glucoamylase, intestinal']",['O43451']
3991,Vatalanib,DB04879,151194,175426883,ClC1=CC=C(NC2=NN=C(CC3=CC=NC=C3)C3=CC=CC=C23)C=C1,"['Vascular endothelial growth factor receptor 1', 'Vascular endothelial growth factor receptor 2', 'Vascular endothelial growth factor receptor 3']","['P17948', 'P35968', 'P35916']"
3992,Enoximone,DB04880,53708,46505575,CSC1=CC=C(C=C1)C(=O)C1=C(C)NC(=O)N1,"[""cGMP-inhibited 3',5'-cyclic phosphodiesterase A""]",['Q14432']
3993,Elacridar,DB04881,119373,175426884,COC1=CC=CC2=C1NC1=C(C=CC=C1C(=O)NC1=CC=C(CCN3CCC4=CC(OC)=C(OC)C=C4C3)C=C1)C2=O,['P-glycoprotein 1'],['P08183']
3994,Edotecarin,DB04882,9808998,175426885,OCC(CO)NN1C(=O)C2=C3C(NC4=C3C=CC(O)=C4)=C3N([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C4=C(C=CC(O)=C4)C3=C2C1=O,['DNA topoisomerase 1'],['P11387']
3995,Darusentan,DB04883,177236,175426886,COC1=CC(OC)=NC(O[C@H](C(O)=O)C(OC)(C2=CC=CC=C2)C2=CC=CC=C2)=N1,['Endothelin-1 receptor'],['P25101']
3996,Dapoxetine,DB04884,71353,175426887,CN(C)[C@@H](CCOC1=CC=CC2=CC=CC=C12)C1=CC=CC=C1,"['5-hydroxytryptamine receptor 1A', '5-hydroxytryptamine receptor 1B', '5-hydroxytryptamine receptor 2C']","['P08908', 'P28222', 'P28335']"
3997,Cilansetron,DB04885,6918107,175426888,CC1=NC=CN1C[C@H]1CCC2=C(C3=CC=CC4=C3N2CCC4)C1=O,['5-hydroxytryptamine receptor 3A'],['P46098']
3998,Calanolide A,DB04886,64972,175426889,CCCC1=CC(=O)OC2=C1C1=C(C=CC(C)(C)O1)C1=C2[C@@H](O)[C@H](C)[C@@H](C)O1,['Gag-Pol polyprotein'],['P03369']
3999,Brecanavir,DB04887,5743186,175426890,[H][C@]12OCC[C@@]1([H])[C@H](CO2)OC(=O)N[C@@H](CC1=CC=C(OCC2=CSC(C)=N2)C=C1)[C@H](O)CN(CC(C)C)S(=O)(=O)C1=CC2=C(OCO2)C=C1,['Human immunodeficiency virus type 1 protease'],['Q72874']
4000,Bifeprunox,DB04888,208951,175426891,O=C1NC2=C(O1)C(=CC=C2)N1CCN(CC2=CC(=CC=C2)C2=CC=CC=C2)CC1,"['Dopamine D2 receptor', '5-hydroxytryptamine receptor 1A']","['P14416', 'P08908']"
4001,Bicifadine,DB04889,47953,175426892,CC1=CC=C(C=C1)C12CC1CNC2,"['Sodium-dependent noradrenaline transporter', 'Sodium-dependent serotonin transporter', 'Dopamine D2 receptor']","['P23975', 'P31645', 'P14416']"
4002,Bepotastine,DB04890,2350,46504940,OC(=O)CCCN1CCC(CC1)OC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1,['Histamine H1 receptor'],['P35367']
4003,Becocalcidiol,DB04891,5289547,175426893,CC[C@@](C)([H])[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1/C[C@](O)([H])C(=C)[C@]([H])(O)C1,"['Mediator of RNA polymerase II transcription subunit 1', 'Vitamin D3 receptor']","['Q15648', 'P11473']"
4004,Phenserine,DB04892,192706,175426894,[H][C@]12N(C)CC[C@@]1(C)C1=C(C=CC(OC(=O)NC3=CC=CC=C3)=C1)N2C,"['Cholinesterase', 'Amyloid beta A4 protein', 'Acetylcholinesterase']","['P06276', 'P05067', 'P22303']"
4005,AZD3409,DB04893,,347909841,,"['Protein farnesyltransferase subunit beta', 'Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha']","['P49356', 'P49354']"
4006,Vapreotide,DB04894,6918026,46506923,CC(C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC2=CNC3=CC=CC=C23)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)[C@H](CSSC[C@H](NC1=O)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(N)=O)NC(=O)[C@H](N)CC1=CC=CC=C1,"['Somatostatin receptor type 2', 'Somatostatin receptor type 5', 'Neurokinin 1 receptor']","['P30874', 'P35346', 'P25103']"
4007,Pegaptanib,DB04895,,46504497,,['Vascular endothelial growth factor A'],['P15692']
4008,Milnacipran,DB04896,65833,46506141,CCN(CC)C(=O)C1(CC1CN)C1=CC=CC=C1,"['Sodium-dependent serotonin transporter', 'Sodium-dependent noradrenaline transporter', 'NMDA receptor']","['P31645', 'P23975', 'Q05586']"
4009,Ximelagatran,DB04898,9574101,46509040,CCOC(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCC1=CC=C(C=C1)C(\N)=N\O)C1CCCCC1,['Prothrombin'],['P00734']
4010,Nesiritide,DB04899,,46508506,,"['Atrial natriuretic peptide receptor 1', 'Atrial natriuretic peptide receptor 2', 'Atrial natriuretic peptide receptor 3']","['P16066', 'P20594', 'P17342']"
4011,Galiximab,DB04901,,347909843,,['T-lymphocyte activation antigen CD80'],['P33681']
4012,Pagoclone,DB04903,131664,175426895,CC(C)CCC(=O)CC1N(C(=O)C2=CC=CC=C12)C1=NC2=C(C=CC(Cl)=N2)C=C1,"['Gamma-aminobutyric acid receptor subunit alpha-2', 'Gamma-aminobutyric acid receptor subunit alpha-3']","['P47869', 'P34903']"
4013,Tesmilifene,DB04905,108092,175426896,CCN(CC)CCOC1=CC=C(CC2=CC=CC=C2)C=C1,"['P-glycoprotein 1', 'Histamine H1 receptor']","['P08183', 'P35367']"
4014,Flibanserin,DB04908,6918248,175426897,FC(F)(F)C1=CC(=CC=C1)N1CCN(CCN2C(=O)NC3=CC=CC=C23)CC1,"['5-hydroxytryptamine receptor 1A', '5-hydroxytryptamine receptor 2A', 'Dopamine D4 receptor']","['P08908', 'P28223', 'P21917']"
4015,Oxibendazole,DB04910,4622,175426899,CCCOC1=CC2=C(C=C1)N=C(NC(=O)OC)N2,['Tubulin beta-4B chain'],['P68371']
4016,Stannsoporfin,DB04912,15978579,347827700,[Cl-].[Cl-].[Sn+4].CCC1=C2[N-]C(\C=C3/N=C(/C=C4\[N-]\C(=C/C5=N/C(=C\2)/C(C)=C5CC)C(C)=C4CCC(O)=O)C(CCC(O)=O)=C3C)=C1C,"['Heme oxygenase 1', 'Heme oxygenase 2']","['P09601', 'P30519']"
4017,Idronoxil,DB04915,219100,175426901,OC1=CC=C(C=C1)C1=CC2=C(OC1)C=C(O)C=C2,['Ecto-NOX disulfide-thiol exchanger 2'],['Q16206']
4018,Renzapride,DB04917,3052778,175426902,COC1=C(C=CC(N)=C1Cl)C(=O)NC1CCN2CCCC1C2,"['5-hydroxytryptamine receptor 3A', '5-hydroxytryptamine receptor 4']","['P46098', 'Q13639']"
4019,Ceftobiprole,DB04918,12993649,175426903,[H][C@@]1(NC(=O)C(=N/O)\C2=NSC(N)=N2)C(=O)N2C(C(O)=O)=C(CS[C@]12[H])\C=C1/CCN(C1=O)[C@]1([H])CCNC1,"['MecA', 'Penicillin-binding protein 2x', 'Peptidoglycan synthase FtsI']","['Q7DHH4', 'P14677', 'P0AD68']"
4020,Alfimeprase,DB04919,,347909847,,"['Fibrinogen alpha chain', 'Fibrinogen beta chain']","['P02671', 'P02675']"
4021,Clevidipine,DB04920,153994,175426904,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(Cl)=C1Cl)C(=O)OC,"['Voltage-dependent L-type calcium channel subunit alpha-1F', 'Voltage-dependent L-type calcium channel subunit alpha-1S', 'Voltage-dependent L-type calcium channel subunit alpha-1D', 'Voltage-dependent L-type calcium channel subunit alpha-1C']","['O60840', 'Q13698', 'Q01668', 'Q13936']"
4022,Itopride,DB04924,3792,175426905,COC1=CC=C(C=C1OC)C(=O)NCC1=CC=C(OCCN(C)C)C=C1,"['Dopamine D2 receptor', 'Acetylcholinesterase']","['P14416', 'P22303']"
4023,Desmoteplase,DB04925,,347909849,,['Plasminogen'],['P00747']
4024,Neramexane,DB04926,6433106,175426906,CC1(C)CC(C)(C)CC(C)(N)C1,"['Glutamate receptor ionotropic, NMDA 3A']",['Q8TCU5']
4025,DG031,DB04929,,347909852,,['Arachidonate 5-lipoxygenase-activating protein'],['P20292']
4026,Permethrin,DB04930,40326,46505374,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCC1=CC(OC2=CC=CC=C2)=CC=C1,"['Sodium channel protein type 1 subunit alpha', 'Estrogen receptor alpha', 'Nuclear receptor subfamily 1 group I member 2']","['P35498', 'P03372', 'O75469']"
4027,Afamelanotide,DB04931,16197727,175426907,CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(N)=O,['Melanocyte-stimulating hormone receptor'],['Q01726']
4028,Defibrotide,DB04932,,46508192,,"['Adenosine receptor A1', 'Adenosine receptor A2a', 'Adenosine receptor A2b']","['P30542', 'P29274', 'P29275']"
4029,Eritoran,DB04933,6912404,175426908,CCCCCCCCCCCC(=O)CC(=O)N[C@H]1[C@@H](OP(O)(O)=O)O[C@H](CO[C@@H]2O[C@H](COC)[C@@H](OP(O)(O)=O)[C@H](OCC[C@@H](CCCCCCC)OC)[C@H]2NC(=O)CCCCCCCCC\C=C/CCCCCC)[C@@H](O)[C@@H]1OCCCCCCCCCC,['Toll-like receptor 4'],['O00206']
4030,Rifalazil,DB04934,6540558,175426909,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C)C(O)=C4C(=O)C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=C1OC5=CC(=CC(O)=C5N=C1C4=C3C2=O)N1CCN(CC(C)C)CC1,['DNA-directed RNA polymerase subunit beta'],['P0A8V2']
4031,Ospemifene,DB04938,3036505,175426911,OCCOC1=CC=C(C=C1)C(=C(\CCCl)C1=CC=CC=C1)\C1=CC=CC=C1,['Estrogen receptor alpha'],['P03372']
4032,Crofelemer,DB04941,,347909853,,"['Anoctamin-1', 'Cystic fibrosis transmembrane conductance regulator']","['Q5XXA6', 'P13569']"
4033,Tamibarotene,DB04942,108143,46509039,CC1(C)CCC(C)(C)C2=C1C=CC(NC(=O)C1=CC=C(C=C1)C(O)=O)=C2,"['Retinoic acid receptor alpha', 'Retinoic acid receptor beta']","['P10276', 'P10826']"
4034,Iloperidone,DB04946,71360,175426913,COC1=C(OCCCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C=CC(=C1)C(C)=O,"['5-hydroxytryptamine receptor 2A', 'Dopamine D2 receptor', 'Dopamine D1 receptor', 'Dopamine D3 receptor', 'Dopamine D4 receptor', '5-hydroxytryptamine receptor 1A', '5-hydroxytryptamine receptor 6', '5-hydroxytryptamine receptor 7', 'Alpha-1A adrenergic receptor', 'Histamine H1 receptor', 'Alpha-2C adrenergic receptor']","['P28223', 'P14416', 'P21728', 'P35462', 'P21917', 'P08908', 'P50406', 'P34969', 'P35348', 'P35367', 'P18825']"
4035,Altropane,DB04947,6440180,175426914,[H][C@]12CC[C@]([H])([C@H]([C@H](C1)C1=CC=C(F)C=C1)C(=O)OC)N2C\C=C\I,['Sodium-dependent dopamine transporter'],['Q01959']
