Drug,Cell
MK-2206,Calu-3
FQI-2,RL95-2
BRD-K52037352,HCC202
pyrazolanthrone,LU99
BMS-754807,SW620
gemcitabine,A2058
L-685458,HUP-T4
gemcitabine,HUP-T3
nilotinib,A-204
STF-31,LS1034
SCH-79797,HCC-95
tanespimycin,TE-5
PF-3758309,OV56
WP1130,DBTRG-05MG
mitomycin,SK-MM-2
HBX-41108,JHH-5
CD-437,U-251 MG
parbendazole,A-204
RAF265,LS 180
PF-3758309,KG-1-C
KU-60019,NCI-H2228
entinostat,NH-6
NSC632839,SUP-T11
bleomycin A2,CAL-62
UNC0638,MDA-MB-468
vorinostat,DEL
Compound 23 citrate,HCC-95
etoposide,SK-N-BE(2)
nutlin-3,KYM-1
isoevodiamine,SKM-1
mitomycin,TE-6
cytarabine hydrochloride,P12-ICHIKAWA
obatoclax,EB1
PF-3758309,NCI-H1339
TPCA-1,HCC-366
nutlin-3,Hs 822.T
DBeQ,HCC-1438
etoposide,SNU-685
CHIR-99021,COV362
nakiterpiosin,GI-1
triptolide,EFE-184
Ch-55,COLO-320
cytarabine hydrochloride,MDA-MB-157
triptolide,HH
curcumin,PL-21
KW-2449,ACC-MESO-1
KU-60019,SU-DHL-1
alisertib,NUGC-4
NSC23766,HCC1569
PF-3758309,U266B1
fingolimod,RT4
isoevodiamine,FU97
indisulam,NUGC-4
nintedanib,KASUMI-1
sunitinib,JL-1
SCH-79797,KG-1-C
vorinostat,COLO-320
SCH-79797,MDA-MB-157
KU-0063794,SW 1990
imatinib,HT-29
fingolimod,COV434
STF-31,NCI-H1651
CD-437,SUP-T1
SCH-79797,HCC1569
austocystin D,FTC-133
daporinad,TCCSUP
fingolimod,SU-DHL-6
salermide,COLO-320
alisertib,SUP-B15
OSI-027,KP-N-SI9s
narciclasine,LN-18
epigallocatechin-3-monogallate,MV-4-11
PF-3758309,RERF-LC-MS
cediranib,NCC-StC-K140
vorinostat,LS 180
pyrazolanthrone,SNU-46
PRIMA-1,KALS-1
NSC23766,RS4;11
parbendazole,HT-1376
NVP-TAE684,NCC-StC-K140
rigosertib,DMS 273
GW-405833,BL-70
gemcitabine,SK-N-FI
paclitaxel,SCC-9
cytarabine hydrochloride,HuCCT1
triazolothiadiazine,SW1116
decitabine,NCI-H2126
pluripotin,OPM-2
WP1130,KCL-22
HBX-41108,SK-N-BE(2)
docetaxel,NCI-H1339
dasatinib,DEL
neratinib,MOTN-1
KW-2449,NH-6
RAF265,TCCSUP
ML239,MHH-NB-11
NVP-TAE684,SK-LMS-1
decitabine,OPM-2
NSC632839,GP2d
MLN2238,Hs 683
PF-184,NCI-H1299
sorafenib,ONS-76
NSC632839,AU565
KW-2449,PL-21
sildenafil,JL-1
daporinad,BxPC-3
curcumin,TE-11
NSC23766,AsPC-1
etoposide,RT4
decitabine,HCC1954
sunitinib,HuH28
BRD-K34222889,NCI-H1694
UNC0638,GOS-3
parbendazole,NCI-H1651
SMER-3,OV56
tivozanib,HuH28
KU-0063794,SNU-182
CD-437,WM-793
vorapaxar,YD-8
canertinib,OS-RC-2
gemcitabine,FTC-133
vorinostat,HGC-27
docetaxel,Hs 822.T
WP1130,HPAF-II
niclosamide,HMCB
rigosertib,NCI-H2141
parbendazole,EHEB
NVP-TAE684,SW1417
alisertib,ACC-MESO-1
neratinib,SNU-387
fluvastatin,SNU-475
NSC632839,SNU-466
vorinostat,NUGC-4
PDMP,NCI-H441
SMER-3,Calu-6
BRD-K26531177,SNU-685
alisertib,SCC-9
YM-155,NCI-H1792
bexarotene,NCI-H2228
AT13387,COLO-800
hyperforin,NCI-H2228
BRD-K24690302,SK-MEL-3
CIL55A,G-361
ZSTK474,KLE
niclosamide,TE-1
MLN2238,SU-DHL-6
BRD-K34222889,SU-DHL-1
decitabine,P31/FUJ
neratinib,OPM-2
lomeguatrib,SK-MEL-2
KW-2449,SK-N-DZ
MK-2206,ACC-MESO-1
lapatinib,LC-1F
COL-3,SNU-869
triazolothiadiazine,MOR/CPR
N9-isopropylolomoucine,NCI-H1299
WP1130,SUP-B15
KU-0063794,SNU-886
DBeQ,LC-1/sq-SF
BRD-K26531177,FTC-238
BRD-K26531177,HuH-6
KW-2449,HEL
BRD-K33199242,MDA-MB-361
PI-103,COLO 829
Compound 23 citrate,G-361
paclitaxel,ME-1
TW-37,TOV-112D
MLN2238,SCC-25
COL-3,SNU-61
BRD-A94377914,SW1116
valdecoxib,Ishikawa (Heraklio) 02 ER-
tanespimycin,KYM-1
mitomycin,Panc 03.27
BRD-K34222889,HCC202
NSC23766,OPM-2
COL-3,RT4
CD-1530,HCC1419
marinopyrrole A,SNU-601
KU-0063794,HT-1376
BRD-K11533227,HT-29
sorafenib,MFE-319
sorafenib,HUP-T3
Compound 7d-cis,HuCCT1
TPCA-1,A549
curcumin,MDST8
WP1130,BEN
KHS101,KYSE-30
LRRK2-IN-1,OCI-LY-19
obatoclax,TE-8
nilotinib,Calu-3
cerulenin,PL-21
topotecan,LK-2
HBX-41108,EFO-27
bleomycin A2,HT115
spautin-1,MM1-S
COL-3,EB1
CAL-101,RS4;11
CAL-101,BxPC-3
ABT-737,HCC-1833
CD-437,A101D
neratinib,SUP-T1
JW-74,SNU-840
valdecoxib,BT-20
SMER-3,U-251 MG
PHA-793887,SJSA-1
SCH-79797,SHP-77
cytarabine hydrochloride,ZR-75-1
gossypol,HCC2218
PRIMA-1,Calu-3
WP1130,OVTOKO
simvastatin,KP-N-SI9s
nutlin-3,697
methylstat,SNU-449
KHS101,A2058
necrosulfonamide,WM-793
KU-0063794,OS-RC-2
sorafenib,MFE-296
SMER-3,8505C
mitomycin,DK-MG
simvastatin,RH-30
tigecycline,AMO-1
PIK-93,NCI-H1734
etoposide,KYSE-30
BRD-K26531177,DMS 273
decitabine,P12-ICHIKAWA
vorinostat,KYSE-180
ETP-46464,RH-18
alisertib,TC-71
dasatinib,HuH-6
curcumin,Hs 578T
BI-2536,LS1034
HBX-41108,FaDu
COL-3,TE-6
PRIMA-1,MOLM-6
simvastatin,JHUEM-2
nakiterpiosin,Hs 822.T
NVP-TAE684,HCC-56
AT13387,JL-1
marinopyrrole A,HOS
CD-1530,SNU-410
entinostat,NCI-H2405
LRRK2-IN-1,OCI-LY3
obatoclax,SHP-77
topotecan,HCC1569
STF-31,KYSE-180
austocystin D,J82
triazolothiadiazine,DK-MG
BI-2536,NCI-H1792
cerulenin,NCI-H1703
entinostat,PL-21
necrosulfonamide,HL-60
OSI-930,P12-ICHIKAWA
AT13387,SK-BR-3
triazolothiadiazine,MHH-ES-1
ZSTK474,Hs 895.T
tanespimycin,JK-1
triazolothiadiazine,FTC-238
paclitaxel,LS 180
bleomycin A2,"G-292, clone A141B1"
LE-135,SNU-1079
KHS101,B-CPAP
simvastatin,NCI-H1299
WP1130,SNU-886
paclitaxel,EFE-184
NVP-TAE684,SNU-410
DBeQ,SNU-1079
gemcitabine,SW 1990
neopeltolide,HCC-78
obatoclax,U-251 MG
KU-60019,NCI-H1650
FQI-2,OVTOKO
topotecan,COV434
BRD-A94377914,MDA-MB-231
VER-155008,SNU-1041
BRD-K66532283,SNU-423
KHS101,NCI-H1693
Compound 23 citrate,Calu-3
necrosulfonamide,NCI-H1666
CD-437,CML-T1
WP1130,OCI-AML5
IU1,HCC-56
BMS-754807,COR-L105
valdecoxib,NCI-H2342
DBeQ,U-BLC1
sorafenib,SK-N-DZ
Compound 23 citrate,KCL-22
YM-155,HCC-366
BI-2536,PL-21
NVP-231,MM1-S
isoevodiamine,MDA-MB-468
necrosulfonamide,SNU-C5
EX-527,HCT 116
Compound 7d-cis,FTC-238
PF-184,AsPC-1
sorafenib,RH-18
ABT-737,NCI-H2141
BRD-K11533227,KLE
FQI-2,SCaBER
pandacostat,HT-29
PIK-93,KNS-60
cytarabine hydrochloride,HPB-ALL
NVP-TAE684,SCC-9
tacrolimus,SNU-1079
PI-103,NCI-H1792
marinopyrrole A,HCC-1438
BI-2536,CAL-62
dasatinib,MOTN-1
Compound 23 citrate,MC116
neratinib,NUGC-4
tamatinib,JL-1
KU-0063794,VM-CUB1
STF-31,WM1799
bleomycin A2,NCI-H1651
gemcitabine,OCI-LY3
BRD-K34222889,SK-N-BE(2)
obatoclax,SNU-5
BRD-A94377914,NCI-H1755
BI-2536,NCI-H1694
myricetin,HEC-50B
ZSTK474,HuCCT1
rigosertib,HuCCT1
obatoclax,BT-20
cabozantinib,"G-292, clone A141B1"
DBeQ,LN-18
cytarabine hydrochloride,COLO 829
dasatinib,SUP-T1
curcumin,HCC-95
daporinad,QGP-1
cytarabine hydrochloride,SCC-25
bexarotene,Ishikawa (Heraklio) 02 ER-
narciclasine,Panc 03.27
spautin-1,BL-70
cerulenin,Calu-1
PHA-793887,LS123
LRRK2-IN-1,HuT 78
CIL55A,CAL-120
gossypol,HEC-251
parbendazole,NCI-H1693
MK-2206,SW48
KU-0063794,COV434
sunitinib,OS-RC-2
marinopyrrole A,NCI-H2444
NVP-TAE684,RL95-2
tivozanib,LU65
LRRK2-IN-1,SK-OV-3
CHIR-99021,JeKo-1
triptolide,VCaP
triazolothiadiazine,ST486
BRD-K26531177,NCI-H2126
PHA-793887,LXF-289
dacarbazine,BxPC-3
cyanoquinoline 11,SW48
triazolothiadiazine,697
parbendazole,Hs 611.T
triptolide,RVH-421
parbendazole,Hs 822.T
necrosulfonamide,COLO 684
curcumin,ESS-1
COL-3,WM-793
triptolide,MHH-CALL-3
HBX-41108,SK-N-FI
triazolothiadiazine,LS123
BRD-A94377914,8305C
triptolide,SK-BR-3
N9-isopropylolomoucine,GDM-1
paclitaxel,SNU-5
A-804598,HCC1419
neratinib,PL-21
gemcitabine,SNU-46
narciclasine,SNU-466
neopeltolide,NCI-H1581
KHS101,SU.86.86
isoevodiamine,HT-29
nilotinib,HCC1419
sunitinib,TT
MLN2238,ACC-MESO-1
tamoxifen,NCI-H1563
tamatinib,NCI-H1755
cediranib,"G-292, clone A141B1"
PRIMA-1,OUMS-23
gemcitabine,SK-LMS-1
entinostat,BICR 31
entinostat,Set-2
austocystin D,TE-11
neratinib,LU99
pluripotin,SK-CO-1
chlorambucil,PA-TU-8902
KHS101,HEC-50B
BMS-754807,NCI-H1563
sorafenib,Panc 03.27
WP1130,SNU-466
etomoxir,SK-MEL-2
AM-580,DEL
sunitinib,PEER
marinopyrrole A,Hs 822.T
NSC632839,CAL-120
methylstat,A172
OSI-027,NCI-H1373
TW-37,DND-41
FQI-2,SNU-1041
PHA-793887,HCC-366
WP1130,SNU-601
SMER-3,VMRC-RCZ
STF-31,HUP-T3
salermide,KALS-1
PD 153035,SNU-840
isoevodiamine,HGC-27
OSI-027,BC-3C
FQI-2,TCCSUP
hyperforin,LS411N
gossypol,SNU-601
importazole,NCI-H2444
CD-437,KNS-60
KU-0063794,PL-21
dasatinib,SNU-489
MLN2238,KMS-34
topotecan,NCI-H526
WP1130,DMS 53
cerulenin,NCI-H1581
BRD-K45681478,COR-L88
LE-135,LS 180
ABT-737,NUGC-4
tamoxifen,KE-39
bleomycin A2,LC-1/sq-SF
YM-155,KYSE-70
BRD-A05715709,SNU-869
topotecan,SCC-9
chlorambucil,KLE
curcumin,NCI-H716
COL-3,SUP-T1
tanespimycin,AMO-1
BRD-A94377914,SNU-1272
CIL55A,SF126
FQI-2,BL-70
BI-2536,SW 1990
OSI-027,HEC-1-B
BRD-K45681478,HUP-T4
canertinib,NCI-H2052
docetaxel,PSN1
axitinib,SNU-886
mitomycin,MEL-HO
BRD-K11533227,SNU-46
axitinib,J82
TPCA-1,TCCSUP
parbendazole,RS4;11
rigosertib,OV56
narciclasine,NCI-H358
TW-37,THP-1
neopeltolide,PEER
STF-31,SW1417
lapatinib,TE-6
pluripotin,SNU-869
OSI-027,SNU-46
CAL-101,8305C
BRD-K85133207,SNU-1079
docetaxel,SW 1990
cabozantinib,WM1799
tanespimycin,MHH-CALL-3
B02,HMCB
rigosertib,A-375
CAL-101,TCCSUP
BRD-K26531177,P12-ICHIKAWA
paclitaxel,SK-MEL-24
decitabine,NCI-H1435
PHA-793887,HuCCT1
FQI-2,NCI-H2087
obatoclax,GI-1
etoposide,KE-39
niclosamide,TT
curcumin,LC-1F
BRD-K26531177,RS4;11
entinostat,WM-793
silmitasertib,NCI-H1650
ETP-46464,MC116
cerulenin,COLO-320
nakiterpiosin,SW620
MK-2206,SCC-9
necrosulfonamide,NCI-H2196
vorinostat,MONO-MAC-1
saracatinib,HuT 78
neratinib,ST486
FQI-2,SCC-9
narciclasine,HCC4006
gemcitabine,DMS 454
pluripotin,HCC1569
etoposide,MHH-CALL-3
DBeQ,NCI-H1650
cabozantinib,A-204
NSC632839,HGC-27
BI-2536,SNU-61
canertinib,GP2d
nutlin-3,NCI-H226
CD-1530,COR-L88
neratinib,CAL-120
paclitaxel,SNU-489
KU-0063794,COR-L105
salermide,Hs 822.T
obatoclax,NCI-H716
triptolide,OCI-AML2
COL-3,RCM-1
mitomycin,GP2d
LRRK2-IN-1,HT-1376
cediranib,UACC-62
fluvastatin,IMR-32
mitomycin,HCT 116
fingolimod,SNU-387
marinopyrrole A,MDA-MB-468
AM-580,SNU-410
lapatinib,JURKAT
BRD-K45681478,OVK18
topotecan,IGR-39
NVP-TAE684,TM-31
fumonisin B1,SW 1783
tanespimycin,THP-1
BI-2536,SU-DHL-6
fingolimod,THP-1
NSC23766,AMO-1
semagacestat,HUP-T4
ML050,LU65
BMS-754807,AMO-1
MLN2238,EPLC-272H
NVP-TAE684,697
TW-37,HCC-78
alisertib,HL-60
triptolide,MOLM-6
pifithrin-alpha,KCL-22
fingolimod,Hs 822.T
salermide,SK-MEL-24
ZSTK474,NCI-H1299
MK-2206,KYSE-70
obatoclax,LU99
PF-184,AMO-1
paclitaxel,SCC-4
axitinib,TE-11
FQI-2,EFE-184
triazolothiadiazine,BICR 22
triptolide,Capan-1
nakiterpiosin,NCI-H1755
spautin-1,HuH-6
AM-580,MDST8
cediranib,OV-90
nintedanib,NCI-H2452
MLN2238,SW48
CIL55A,SNU-5
N9-isopropylolomoucine,ST486
ZSTK474,SW1417
necrosulfonamide,COR-L105
rigosertib,TE-1
pluripotin,LCLC-103H
DBeQ,KNS-60
canertinib,IA-LM
TW-37,KNS-60
methylstat,KP-N-YN
ABT-737,JHH-5
isoevodiamine,KYM-1
manumycin A,SNU-478
KU-0063794,NCI-H1755
cytarabine hydrochloride,JHH-5
cabozantinib,EB1
curcumin,DMS 454
CIL55A,LS123
PI-103,PF-382
pifithrin-alpha,B-CPAP
rigosertib,TE-6
Compound 23 citrate,BxPC-3
N9-isopropylolomoucine,SNU-1272
narciclasine,Calu-3
CHIR-99021,RS4;11
neratinib,697
BRD-K80183349,YD-8
NSC23766,COV362
topotecan,RCC10RGB
OSI-027,THP-1
simvastatin,RL95-2
UNC0638,ZR-75-1
ML239,Ishikawa (Heraklio) 02 ER-
fingolimod,HEC-1-B
KU-55933,SJSA-1
AM-580,SNU-1196
CHIR-99021,P3HR-1
topotecan,HEC-1-B
mitomycin,GI-1
DBeQ,GSS
LE-135,COLO-320
mitomycin,SW 1990
KW-2449,A549
MG-132,BL-70
BRD-K26531177,HuT 78
AZD6482,NCI-H446
nakiterpiosin,LS1034
MK-2206,NCI-H1734
austocystin D,SNU-601
BRD-K34222889,FTC-133
MLN2238,ONS-76
nintedanib,HCC827
fluvastatin,SNU-685
gemcitabine,LS 180
triptolide,MDA-MB-157
staurosporine,SNU-46
MLN2238,HCC-1438
OSI-930,ACC-MESO-1
silmitasertib,NCI-H2452
austocystin D,Set-2
ABT-737,MHH-ES-1
NSC 74859,NCI-H2196
UNC0321,NCI-H2126
BRD-K51490254,MFE-319
BRD-K51490254,JHH-6
GANT-61,RVH-421
UNC0321,DEL
IPR-456,HCC1569
PD 153035,AU565
pifithrin-alpha,SNU-1041
austocystin D,SUP-B15
BRD-K34485477,HCC827
fluvastatin,PL-21
trifluoperazine,LS 180
semagacestat,SNU-489
necrostatin-7,COR-L105
NSC30930,GI-1
pifithrin-mu,SNU-182
BRD-K80183349,NCI-H2122
Ko-143,DEL
tigecycline,MONO-MAC-1
tamoxifen,TC-71
ML050,ONS-76
lomeguatrib,LUDLU-1
nutlin-3,HEL
VU0155056,KCL-22
chlorambucil,MFE-319
hyperforin,LXF-289
chlorambucil,RCM-1
XL765,SNU-719
SKI-II,JHUEM-2
O-6-benzylguanine,HH
spautin-1,COLO-320
erismodegib,JHUEM-2
LE-135,AsPC-1
cabozantinib,OCI-LY-19
SRT-1720,SNU-1196
lomeguatrib,RL
trifluoperazine,GMS-10
linsitinib,SNU-449
SR1001,MDA-MB-361
BRD-K09587429,COR-L51
MGCD-265,HT115
GSK4112,HCC202
KW-2449,THP-1
Ch-55,OV56
RG-108,HEC-151
BRD-K51490254,A-498
cyanoquinoline 11,KMS-27
BRD-K24690302,RCC10RGB
ML203,ONS-76
EX-527,NCI-H2228
semagacestat,SW620
isoevodiamine,CAL-120
BRD-K66532283,U-251 MG
UNC0321,SK-N-FI
SJ-172550,HCC-366
Compound 23 citrate,OVTOKO
BRD-K17060750,HPB-ALL
hyperforin,KMRC-3
lomeguatrib,OCI-LY3
brivanib,HCC-1833
necrostatin-7,JHH-6
linsitinib,DMS 53
necrostatin-7,PE/CA-PJ49
VER-155008,NCI-H2081
IPR-456,SF126
pifithrin-mu,BICR 31
BRD-K51490254,SK-N-DZ
Ko-143,NCI-H322
AM-580,HCC4006
Repligen 136,EN
simvastatin,KASUMI-2
OSI-930,SW48
valdecoxib,ME-1
spautin-1,GAMG
CAL-101,KYSE-30
SJ-172550,RPMI-8402
SJ-172550,SNU-466
docetaxel,UACC-257
vorinostat,MC116
pandacostat,Hs 822.T
tamatinib,SNU-61
decitabine,SNU-387
BRD-K09587429,NCI-H1373
BRD-K24690302,MDST8
Ko-143,Set-2
pyrazolanthrone,NCI-H2196
UNC0321,SNU-C5
KU-55933,SNU-601
CI-976,RH-30
N9-isopropylolomoucine,COLO 684
tacrolimus,Hs 822.T
BRD-K85133207,ST486
NSC 74859,KP-N-SI9s
lomeguatrib,KNS-81
pandacostat,P12-ICHIKAWA
BRD-K24690302,OUMS-23
HBX-41108,Becker
BRD-K85133207,TUHR4TKB
axitinib,G-361
BRD-K52037352,Hs 895.T
thalidomide,EN
elocalcitol,TM-31
Compound 23 citrate,NCI-H2009
thalidomide,LU65
BRD-K52037352,IGR-39
Ch-55,NCI-H1734
NSC30930,NCI-H1339
CIL55A,MDST8
Repligen 136,RMG-I
PRIMA-1-Met,GAMG
LRRK2-IN-1,DMS 454
BRD-K66532283,Becker
CD-1530,MDA-MB-468
tivozanib,SU-DHL-4
QS-11,DEL
OSI-930,SNU-449
bexarotene,OV-90
brivanib,MHH-ES-1
BRD-K17060750,COR-L105
CD-437,DBTRG-05MG
PF-4800567 hydrochloride,Set-2
epigallocatechin-3-monogallate,SNU-387
GSK4112,IPC-298
PF-4800567 hydrochloride,OCI-LY3
ML203,KYM-1
XL765,LS411N
pifithrin-mu,A2058
Repligen 136,KG-1-C
ETP-46464,HOS
VU0155056,SK-HEP-1
EX-527,HCC-56
elocalcitol,JVM-2
ML050,SU-DHL-6
elocalcitol,SW620
GSK4112,SF126
etomoxir,SK-LMS-1
NSC30930,IA-LM
fumonisin B1,SF126
COL-3,HGC-27
B02,DV-90
EX-527,SK-HEP-1
lomeguatrib,B-CPAP
BRD-K09587429,BICR 31
GSK4112,HH
decitabine,RERF-LC-MS
nilotinib,SK-CO-1
BRD-K48477130,EN
necrosulfonamide,TE-11
cabozantinib,EFO-27
KU-55933,"G-292, clone A141B1"
UNC0638,SNU-1196
IPR-456,NCI-H1435
elocalcitol,SK-BR-3
BRD-K45681478,SU-DHL-4
BRD-K50799972,TOV-112D
brivanib,SNU-423
methylstat,SCC-9
tamatinib,PK-1
myricetin,KP-N-SI9s
Repligen 136,RS4;11
IC-87114,SNU-1196
BRD-K85133207,NCI-H1581
semagacestat,NCI-H1395
lapatinib,OCI-AML5
UNC0321,OPM-2
curcumin,697
NSC30930,LS411N
darinaparsin,KMS-27
ifosfamide,IPC-298
gemcitabine,NCI-H2444
CD-1530,SNU-869
PDMP,NCI-H1703
GW-405833,WM1799
IPR-456,A101D
ML029,KG-1-C
IC-87114,SK-N-FI
RG-108,NCI-H1563
PDMP,TE-5
BRD-K27986637,8505C
KH-CB19,IPC-298
nilotinib,SK-MEL-3
SKI-II,NCI-H1792
BRD-K86535717,HT115
DNMDP,A-204
lomeguatrib,ONCO-DG-1
dasatinib,SK-N-BE(2)
erismodegib,NCI-H322
etomoxir,HCC-1833
LY-2157299,PEER
KU-60019,NCI-H2122
pifithrin-alpha,HT-144
pifithrin-mu,IMR-32
VU0155056,KMS-34
bexarotene,FTC-133
VU0155056,UACC-812
dasatinib,HCC-1438
BRD-K09587429,AsPC-1
PIK-93,G-361
decitabine,SK-N-FI
JW-74,NCI-H2122
SKI-II,KALS-1
UNC0321,ST486
TGX-221,KMS-27
ifosfamide,EHEB
BRD-K30019337,NCI-H1155
TGX-221,HCC-1833
BRD-K85133207,SCC-4
Compound 23 citrate,NCI-H1581
BEC,ONCO-DG-1
BRD-K11533227,TUHR4TKB
tamatinib,HT-144
ML203,JeKo-1
N9-isopropylolomoucine,JL-1
linsitinib,SNU-601
trifluoperazine,NCI-H1792
tamatinib,SNU-475
trifluoperazine,RMG-I
BRD-K09587429,DBTRG-05MG
pyrazolanthrone,SK-BR-3
ETP-46464,OCI-M1
valdecoxib,Becker
SMER-3,HCC1954
linsitinib,GAMG
QS-11,SNU-1079
IPR-456,HT115
elocalcitol,FU97
FSC231,NCI-H1581
PYR-41,A-204
linsitinib,A549
TGX-221,MDA-MB-468
daporinad,IA-LM
manumycin A,GSS
necrostatin-7,OS-RC-2
PRIMA-1-Met,TE-1
Ko-143,SNU-182
tacrolimus,RPMI-8402
nintedanib,SCaBER
DNMDP,NCI-H2126
myricetin,SU-DHL-6
AM-580,G-361
valdecoxib,EOL-1
tanespimycin,SU-DHL-6
NSC30930,COR-L105
nintedanib,HEL
L-685458,NCI-H716
myricetin,HCC2218
etoposide,RMG-I
erismodegib,WM-793
A-804598,SJSA-1
bexarotene,SCaBER
QS-11,BxPC-3
CHIR-99021,BEN
KU-55933,A-375
trifluoperazine,NCI-H441
PYR-41,Set-2
SJ-172550,IMR-32
chlorambucil,OPM-2
L-685458,RCC10RGB
vandetanib,Hs 611.T
cabozantinib,HT115
EX-527,DV-90
UNC0321,DK-MG
pyrazolanthrone,NCI-H1694
BRD-K51490254,JeKo-1
VER-155008,IMR-32
necrostatin-7,NCI-H1155
BRD-K45681478,OCI-AML2
A-804598,NCI-H2052
CAL-101,SNU-1196
BRD-K80183349,42-MG-BA
tigecycline,SW48
dacarbazine,FTC-238
pandacostat,OUMS-23
vorapaxar,BT-20
isoevodiamine,NCI-H1792
fumonisin B1,ACHN
AM-580,TE-5
BRD-K85133207,SK-N-DZ
bendamustine,TE-11
linsitinib,SNU-869
BRD-K85133207,ME-1
TGX-221,SNU-489
JW-74,WM-793
PIK-93,TOV-112D
semagacestat,TE-6
linsitinib,RVH-421
PF-184,PK-1
bexarotene,GP2d
EX-527,HPB-ALL
BRD-K85133207,RI-1
semagacestat,Calu-3
ABT-737,U-251 MG
BRD-K66532283,LN-18
MK-2206,TT
etomoxir,MOTN-1
BRD-A94377914,NCI-H226
JW-74,SNU-601
RG-108,TOV-112D
pandacostat,HT-144
necrostatin-7,PSN1
lomeguatrib,GSS
UNC0638,LS123
BRD-K17060750,UACC-62
tamatinib,NCI-H2228
tubastatin A,PEER
PI-103,SNU-869
pifithrin-mu,HMCB
PF-4800567 hydrochloride,KMBC-2
gemcitabine,JIMT-1
GANT-61,HCC-366
trifluoperazine,BT-20
cyanoquinoline 11,MC116
BRD-K50799972,NCI-H1563
BRD-K17060750,DEL
EX-527,HEC-251
SJ-172550,TOV-112D
BRD-K09587429,SNU-1196
BRD-A02303741,HCC1569
nintedanib,U-2 OS
cytarabine hydrochloride,YD-38
etoposide,KP-2
pyrazolanthrone,KMRC-3
brivanib,HCC-366
XL765,NUGC-4
barasertib,Hs 822.T
N9-isopropylolomoucine,KNS-81
PIK-93,OV56
B02,WM1799
nutlin-3,LS411N
tamoxifen,RH-30
O-6-benzylguanine,FaDu
semagacestat,HT-1376
elocalcitol,A-375
saracatinib,8505C
BRD-K26531177,Hs 683
myricetin,SW620
palmostatin B,NCI-H2452
CD-1530,MHH-ES-1
tigecycline,HuH-6
BRD-K48477130,HMCB
BRD-A02303741,NH-6
TGX-221,VM-CUB1
RG-108,HT-29
trifluoperazine,SNU-387
KW-2449,TOV-21G
BRD-K85133207,HuCCT1
SRT-1720,SW1417
ML239,BICR 22
semagacestat,HUP-T3
nutlin-3,SK-MEL-3
semagacestat,RL95-2
mitomycin,AU565
indisulam,42-MG-BA
PI-103,NCI-H2452
PHA-793887,SK-MM-2
pifithrin-alpha,SU-DHL-1
tamatinib,LS 180
valdecoxib,NCI-H1792
lomeguatrib,KASUMI-1
BRD1835,ONCO-DG-1
JW-74,OCI-AML5
BRD-A02303741,FaDu
A-804598,OPM-2
BRD-K52037352,SNU-182
PF-184,PE/CA-PJ49
silmitasertib,MOR/CPR
sildenafil,LK-2
valdecoxib,GOS-3
elocalcitol,HH
BRD-K17060750,HEC-1-B
RG-108,SNU-61
tivozanib,RS4;11
indisulam,LN-229
BRD-K48334597,SK-CO-1
Repligen 136,LS 180
tubastatin A,NCI-H1666
MGCD-265,BT-20
Ch-55,DAN-G
lomeguatrib,COR-L51
BCL-LZH-4,PSN1
Compound 23 citrate,UACC-257
KW-2449,HCC1954
UNC0638,SNU-886
TGX-221,CHP-126
GSK4112,JIMT-1
cerulenin,KMBC-2
salermide,DK-MG
cyanoquinoline 11,EFE-184
canertinib,SHP-77
BRD-K51490254,A-375
PF-4800567 hydrochloride,DV-90
OSI-027,SK-MM-2
ML050,TE-8
JW-74,SCaBER
VER-155008,EFO-27
BRD-K80183349,SK-OV-3
PRIMA-1,EOL-1
dacarbazine,LS123
BRD-K41597374,JURKAT
GSK4112,SK-HEP-1
IC-87114,HCC1954
BRD-K86535717,A-375
isoevodiamine,NCI-H1651
ML050,LS411N
BRD-K48477130,BICR 22
ETP-46464,SNU-685
BRD-K41597374,DND-41
CAL-101,SNU-C5
BRD-K96970199,RL95-2
myricetin,KNS-60
VER-155008,SU-DHL-4
myriocin,CML-T1
tamatinib,TE-5
BRD-K17060750,KMRC-3
ABT-737,OPM-2
fingolimod,KYM-1
MK-2206,TM-31
MGCD-265,JHH-5
UNC0321,GP2d
ML029,P12-ICHIKAWA
etomoxir,LXF-289
XL765,VCaP
IU1,ONS-76
saracatinib,SK-MM-2
isoevodiamine,42-MG-BA
gossypol,AMO-1
tigecycline,NCI-H1435
NSC23766,LUDLU-1
gossypol,HT-29
pandacostat,Calu-1
lomeguatrib,NCI-H2228
nintedanib,RERF-LC-MS
EX-527,SNU-423
ML050,SNU-1079
bendamustine,NCI-H2452
etomoxir,SNU-1196
Ch-55,WM-793
palmostatin B,NCI-H2141
NSC 74859,SCC-9
BRD-K41597374,U266B1
SR1001,MC116
A-804598,KE-39
erismodegib,SNU-175
BRD1835,JVM-2
skepinone-L,SNU-475
linsitinib,PK-1
B02,LC-1F
BRD-K86535717,TUHR4TKB
XL765,COR-L88
tamatinib,8305C
UNC0321,COV362
KU-60019,NCI-H2342
entinostat,SUP-T11
BRD-K11533227,BICR 31
pyrazolanthrone,GI-1
BRD-K50799972,VM-CUB1
tubastatin A,NCI-H2052
ML239,GOS-3
SJ-172550,SK-MEL-2
ETP-46464,A101D
PHA-793887,SW1417
darinaparsin,KNS-60
GANT-61,OPM-2
EX-527,AU565
pandacostat,KALS-1
Ko-143,HuH-6
STF-31,SK-MEL-3
