DRUG_NAME,CELL_LINE_NAME
Palbociclib,JVM-3
Dihydrorotenone,RPMI-8866
Ribociclib,COR-L321
Taselisib,SUP-T1
Trametinib,NCI-H1869
Ipatasertib,LB373-MEL-D
Bosutinib,EB-3
Venetoclax,KARPAS-1106P
Venetoclax,IHH-4
Savolitinib,KYSE-50
Ribociclib,BV-173
Selumetinib,A375
Lapatinib,ALL-SIL
Methotrexate,KYSE-50
Sinularin,DEL
Venetoclax,JiyoyeP-2003
Lapatinib,CAL-33
Afatinib,ATN-1
Paclitaxel,ES1
Teniposide,OACM5-1
Dihydrorotenone,SISO
Ibrutinib,DoTc2-4510
Palbociclib,NCI-H358
Cediranib,EW-12
Dasatinib,SU-DHL-16
Bortezomib,CHP-134
Cediranib,CAS-1
Cediranib,Ca9-22
Bortezomib,EFM-192A
Docetaxel,KM-H2
Vorinostat,BONNA-12
Afatinib,JSC-1
MK-2206,CTB-1
Trametinib,A375
Ipatasertib,REH
Ribociclib,RS4-11
Bosutinib,ES1
Vinorelbine,JEKO-1
Sinularin,HAL-01
Tretinoin,OV-7
Bosutinib,CAKI-1
Afatinib,SW1463
Selumetinib,SW620
Irinotecan,L-540
Irinotecan,SK-MEL-5
Tanespimycin,RERF-LC-KJ
Teniposide,MLMA
Dasatinib,JHH-4
Paclitaxel,Ca-Ski
Talazoparib,NB5
Ribociclib,NB(TU)1-10
Docetaxel,WM793B
Ibrutinib,NCI-H1436
Methotrexate,HuCCT1
Palbociclib,A4-Fuk
Afatinib,A4-Fuk
Taselisib,LB996-RCC
Osimertinib,HCC1806
Osimertinib,NCI-N87
Taselisib,OVCAR-5
Selumetinib,HT55
Tanespimycin,SU-DHL-1
Dabrafenib,DBTRG-05MG
Docetaxel,SU-DHL-10
Motesanib,RH-1
Vorinostat,EW-7
Docetaxel,GAMG
Ipatasertib,NCC021
Refametinib,WM278
Dasatinib,CAL-120
Bromosporine,KCL-22
Dabrafenib,SBC-3
Taselisib,SBC-5
Trametinib,PA-TU-8988T
Dasatinib,SKG-IIIa
Tanespimycin,NCI-H1341
Savolitinib,JHU-011
Ipatasertib,EPLC-272H
MK-2206,786-0
MK-2206,KASUMI-1
Venetoclax,KON
Docetaxel,ALL-SIL
Selumetinib,PCI-6A
Palbociclib,IST-SL2
Tretinoin,RL
Cediranib,NCI-H1563
Vorinostat,BV-173
MK-2206,NCI-H747
Pictilisib,A4-Fuk
Bortezomib,JHH-1
Afatinib,L-540
Vorinostat,EW-11
Paclitaxel,TE-12
Teniposide,MFE-319
Sinularin,SNU-423
Talazoparib,U031
Afatinib,MLMA
MK-2206,MOLM-13
Docetaxel,TC-71
Trametinib,SK-MEL-30
Refametinib,KON
Cediranib,LOXIMVI
Afatinib,LOXIMVI
Ipatasertib,HSC-4
Dabrafenib,A375
Cediranib,NALM-6
Trametinib,C3A
Dabrafenib,CAL-51
Teniposide,PA-TU-8988T
Vorinostat,NCI-H1755
Sinularin,Ca9-22
Refametinib,MHH-NB-11
Vinorelbine,NCI-H841
Motesanib,COR-L321
Vorinostat,769-P
Venetoclax,SW962
Bromosporine,WSU-NHL
Venetoclax,RPMI-8226
Savolitinib,NCI-H1648
Bosutinib,SIG-M5
Ibrutinib,H9
Ipatasertib,PC-14
Dabrafenib,CP50-MEL-B
MK-2206,ECC12
Cediranib,RPMI-8226
Palbociclib,LB373-MEL-D
Taselisib,SJSA-1
Dabrafenib,NCI-H660
Bosutinib,769-P
Dasatinib,MKN1
Afatinib,OCI-LY-19
Osimertinib,NCI-H2141
Docetaxel,NCI-H1792
Cediranib,TE-6
Methotrexate,T84
Irinotecan,OCI-LY-19
Teniposide,ECC10
Tanespimycin,ASH-3
Sapitinib,SU8686
Afatinib,LOU-NH91
Dasatinib,SUP-T1
MK-2206,NCI-H1703
Motesanib,BB65-RCC
Motesanib,NCC010
Savolitinib,Detroit562
Palbociclib,RPMI-8226
Vinorelbine,JiyoyeP-2003
Venetoclax,NCI-H345
Selumetinib,ASH-3
Savolitinib,GAK_cell
Venetoclax,A3-KAW
Dasatinib,UWB1.289
Afatinib,BxPC-3
Docetaxel,DOV13
Dihydrorotenone,DMS-114
Motesanib,CCK-81
Cediranib,OVCAR-3
Teniposide,GAMG
Vinorelbine,NKM-1
Savolitinib,NCI-H2141
Bortezomib,HOS
Dabrafenib,DEL
Taselisib,SU-DHL-10
Tanespimycin,PC-14
Ribociclib,UACC-62
Sapitinib,JHU-029
Taselisib,U-87-MG
Selumetinib,EoL-1-cell
Savolitinib,42-MG-BA
Bromosporine,SUP-T1
Tanespimycin,T98G
Dabrafenib,PSN1
Docetaxel,CHP-212
Refametinib,EoL-1-cell
Vorinostat,RCM-1
Taselisib,EW-24
Bortezomib,A375
Refametinib,Ca9-22
Docetaxel,KELLY
Dasatinib,SW156
Docetaxel,M14
Talazoparib,Jurkat
Selumetinib,SW1463
Bosutinib,H3255
Afatinib,LC-1-sq
Paclitaxel,Detroit562
Cediranib,U-87-MG
Selumetinib,CHP-212
Selumetinib,MOLM-13
Bromosporine,RPMI-8226
Bromosporine,SKG-IIIa
Trametinib,NB14
Docetaxel,IGR-37
Osimertinib,NCI-H292
Irinotecan,GI-1
Docetaxel,LB996-RCC
Cediranib,NCC021
Docetaxel,H9
Tanespimycin,UACC-62
Taselisib,SNG-M
Bortezomib,OE19
Methotrexate,VA-ES-BJ
Selumetinib,SU8686
Selumetinib,BV-173
Talazoparib,EoL-1-cell
Bromosporine,KU-19-19
Talazoparib,NCI-H1781
Dasatinib,TYK-nu
Taselisib,NCI-H358
Bosutinib,HeLa
Osimertinib,CCK-81
Selumetinib,SJSA-1
Vinorelbine,HCC-44
Afatinib,A431
Ipatasertib,WSU-DLCL2
Docetaxel,CADO-ES1
Osimertinib,BICR31
Teniposide,LOU-NH91
Talazoparib,RPMI-6666
Savolitinib,CCRF-CEM
Savolitinib,JiyoyeP-2003
Afatinib,H3255
Bortezomib,JSC-1
Methotrexate,RPMI-8226
Palbociclib,MFM-223
Ribociclib,SW13
Vinorelbine,RCC-AB
Ibrutinib,KARPAS-45
Talazoparib,CAKI-1
Talazoparib,NOMO-1
MK-2206,DEL
Venetoclax,SIMA
Ibrutinib,EPLC-272H
MK-2206,RPMI-6666
Docetaxel,LOUCY
Sapitinib,NCI-H1781
Buparlisib,MONO-MAC-6
Vorinostat,SNU-61
Trametinib,SCC90
Sapitinib,SNU-449
Afatinib,HAL-01
Methotrexate,NALM-6
Methotrexate,NCI-H1581
Selumetinib,WM278
Buparlisib,SU-DHL-4
Buparlisib,MKN45
Bortezomib,IST-SL1
Pictilisib,EFM-192A
Irinotecan,NCI-H23
Refametinib,CP66-MEL
Palbociclib,SW1463
Osimertinib,OVCA420
Lapatinib,NUGC-4
Methotrexate,KYSE-70
Refametinib,PA-TU-8988T
Motesanib,OCI-LY-19
Tanespimycin,LU-135
Bortezomib,HLE
Bosutinib,NCI-H1781
Refametinib,OV-7
Dasatinib,SU-DHL-4
Palbociclib,NCI-H835
Methotrexate,OVCAR-4
Bosutinib,MLMA
Savolitinib,EW-7
Teniposide,HCC-44
Ipatasertib,A4-Fuk
Lapatinib,IST-SL2
Selumetinib,Detroit562
Savolitinib,MHH-CALL-2
Sinularin,DOV13
Irinotecan,SUP-M2
Pictilisib,NB6
Motesanib,SU-DHL-16
Bromosporine,TE-6
Pictilisib,IPC-298
Paclitaxel,ATN-1
MK-2206,EW-24
Buparlisib,SUP-T1
Vinorelbine,DEL
Teniposide,RF-48
MK-2206,RCC-AB
Dasatinib,PANC-03-27
Dabrafenib,MOLT-16
Paclitaxel,HT-144
Selumetinib,SK-LU-1
Sinularin,CAL-33
Dihydrorotenone,KYSE-180
Teniposide,MOLM-13
Dasatinib,NCI-H1648
Palbociclib,SK-N-FI
Paclitaxel,DEL
Tanespimycin,NCI-H747
Buparlisib,TE-8
Docetaxel,RPMI-8866
Ipatasertib,NCI-H292
Paclitaxel,IST-SL1
Taselisib,PCI-6A
Paclitaxel,NB10
Ipatasertib,MDST8
Paclitaxel,KARPAS-1106P
Savolitinib,KM-H2
Irinotecan,NCI-H526
Vorinostat,ML-1
Docetaxel,KU-19-19
Motesanib,KON
Afatinib,CHP-212
Afatinib,UWB1.289
Buparlisib,DAN-G
Sinularin,SKM-1
Lapatinib,CRO-AP2
Irinotecan,NCI-H2228
Docetaxel,ES8
Sapitinib,KYSE-140
Lapatinib,HAL-01
Vorinostat,LU-135
MK-2206,PL-21
Palbociclib,LNZTA3WT4
Dabrafenib,TE-8
Refametinib,Hey
Buparlisib,CaR-1
Talazoparib,SK-MEL-3
Cediranib,L-540
Pictilisib,NCI-H1792
Tanespimycin,BC-1
Bortezomib,PANC-08-13
Refametinib,OVCA420
Tanespimycin,MKN45
Bosutinib,LB996-RCC
Sapitinib,CAKI-1
Dihydrorotenone,PA-TU-8988T
Savolitinib,SCC-15
Palbociclib,A431
Motesanib,BONNA-12
Motesanib,NCI-H835
Sapitinib,Ca9-22
Osimertinib,NCI-H2172
Pictilisib,MZ2-MEL
Bromosporine,IGROV-1
Selumetinib,HSC-4
Lapatinib,WSU-NHL
Ibrutinib,KARPAS-1106P
Pictilisib,TC-71
Tanespimycin,KYSE-410
Bortezomib,CRO-AP2
Pictilisib,PL-21
Methotrexate,HCC-44
Vorinostat,SBC-5
Refametinib,LB373-MEL-D
Docetaxel,NCI-H1944
Afatinib,IGROV-1
Teniposide,NCI-H1581
Ribociclib,L-540
Tretinoin,KNS-81-FD
Ipatasertib,NB(TU)1-10
MK-2206,BICR31
Bosutinib,KMOE-2
Talazoparib,RH-1
Motesanib,HCC70
Paclitaxel,OVK-18
Cediranib,NCI-H1792
Paclitaxel,ChaGo-K-1
Lapatinib,JHH-2
Ipatasertib,TC-YIK
Paclitaxel,JHU-011
Docetaxel,P12-ICHIKAWA
Selumetinib,JHU-029
Taselisib,JEKO-1
Savolitinib,GI-1
Buparlisib,NCI-H747
Lapatinib,HSC-2
Paclitaxel,NKM-1
Trametinib,U031
Bortezomib,SK-MEL-3
Osimertinib,PL-21
Docetaxel,NALM-6
Docetaxel,CAL-51
Osimertinib,H3255
Lapatinib,HCC70
Bromosporine,ASH-3
Cediranib,SNU-423
Selumetinib,DEL
Cediranib,SJSA-1
Bortezomib,H4
Vinorelbine,NCI-H835
MK-2206,JVM-3
Palbociclib,KON
MK-2206,NB6
Talazoparib,NCI-H292
Refametinib,PL-21
Vorinostat,MS-1
Bosutinib,KASUMI-1
Bortezomib,MOLM-13
Ibrutinib,JVM-3
Sinularin,CCRF-CEM
Paclitaxel,SNU-398
Buparlisib,BC-1
Refametinib,SW1271
Methotrexate,LNZTA3WT4
Bromosporine,H4
Tanespimycin,JiyoyeP-2003
Ibrutinib,MSTO-211H
Pictilisib,769-P
Docetaxel,TE-12
Methotrexate,TOV-112D
Motesanib,KP-1N
Selumetinib,OACp4C
Bromosporine,M14
Docetaxel,YH-13
MK-2206,BT-20
Motesanib,TK
Tretinoin,SK-MEL-3
Dihydrorotenone,PC-14
Sinularin,LCLC-97TM1
Afatinib,EW-12
Docetaxel,EW-16
Dihydrorotenone,JHH-4
Pictilisib,PANC-10-05
Bromosporine,Ca-Ski
Vorinostat,RPMI-7951
Ibrutinib,NAMALWA
Trametinib,WM-115
Pictilisib,MS-1
Afatinib,RPMI-8866
Teniposide,HT55
Motesanib,MHH-NB-11
Ipatasertib,NCI-H1688
Afatinib,BONNA-12
Selumetinib,HPAC
Cediranib,NCI-H1876
Afatinib,RPMI-6666
Lapatinib,P12-ICHIKAWA
Sinularin,L-428
Bortezomib,MG-63
Buparlisib,NCI-H835
Taselisib,NCI-H1648
Palbociclib,CHP-212
Bortezomib,RL
Teniposide,FADU
Bortezomib,NCI-H1963
Ipatasertib,SU-DHL-4
Cediranib,PCI-6A
Ipatasertib,SIMA
Sinularin,JSC-1
Bortezomib,KCL-22
Cediranib,NCI-H64
Motesanib,LOUCY
Tretinoin,MHH-NB-11
Methotrexate,Detroit562
Dasatinib,SNG-M
Refametinib,CP50-MEL-B
Palbociclib,NCI-H1944
Lapatinib,HCT-15
Selumetinib,SK-N-FI
Trametinib,H9
Selumetinib,MFH-ino
Savolitinib,M14
Refametinib,HCC-44
Paclitaxel,JEKO-1
Vorinostat,Jurkat
Bortezomib,EW-22
Pictilisib,SBC-5
Pictilisib,IGR-37
Ribociclib,MOLT-16
Sapitinib,HAL-01
Venetoclax,SU-DHL-10
Refametinib,KASUMI-1
Bortezomib,MDA-MB-231
Sapitinib,CaR-1
Taselisib,WM-115
Refametinib,HCC2998
Sapitinib,SU-DHL-16
Teniposide,HOS
Dasatinib,RCC-JF
Selumetinib,NB6
Savolitinib,NALM-6
Refametinib,H4
Afatinib,EW-3
Osimertinib,DEL
Osimertinib,RL
Osimertinib,UWB1.289
Docetaxel,SKM-1
Venetoclax,LOUCY
Irinotecan,NB10
Talazoparib,FU97
Pictilisib,CAL-27
Dasatinib,CAL-62
Selumetinib,A4-Fuk
Bosutinib,BONNA-12
Osimertinib,RPMI-6666
Ribociclib,NCI-H211
Selumetinib,PC-14
Trametinib,NCI-H3122
Paclitaxel,CAL-27
Bromosporine,LOUCY
Venetoclax,TC-YIK
Ipatasertib,ES8
Buparlisib,U-698-M
Trametinib,ML-2
Bromosporine,EVSA-T
Selumetinib,A431
Afatinib,NCI-H2196
Docetaxel,KYSE-180
Ipatasertib,PL-21
Sapitinib,PC-14
Bortezomib,MFM-223
Bortezomib,BB49-HNC
Docetaxel,SIG-M5
Docetaxel,NCI-H292
Taselisib,EFM-192A
Pictilisib,FU97
Ribociclib,CRO-AP2
Paclitaxel,HTC-C3
Refametinib,A3-KAW
Bortezomib,SCC-15
Vorinostat,NB6
Motesanib,IST-SL2
Paclitaxel,HSC-2
MK-2206,JHU-029
Savolitinib,786-0
Osimertinib,HuCCT1
Vorinostat,WSU-NHL
Sinularin,SK-N-AS
Ibrutinib,NCI-H1623
Dihydrorotenone,SW1463
Ipatasertib,ATN-1
MK-2206,NCI-H1341
Dasatinib,NCI-H226
Savolitinib,JIMT-1
Vinorelbine,HLE
Ibrutinib,OACp4C
Osimertinib,TC-YIK
Methotrexate,RH-1
Bromosporine,DMS-114
Docetaxel,SISO
Afatinib,RCC-JF
Taselisib,CP50-MEL-B
Ipatasertib,KARPAS-1106P
Dihydrorotenone,NCI-H1963
Paclitaxel,HeLa
Pictilisib,HCC202
Bromosporine,NCI-H747
Osimertinib,BV-173
Docetaxel,MONO-MAC-6
Pictilisib,42-MG-BA
Bromosporine,MS-1
Irinotecan,RPMI-6666
Bromosporine,MS751
Dasatinib,OVCA420
Vorinostat,NCI-H1341
Docetaxel,IPC-298
Bosutinib,MEG-01
Teniposide,MKN1
Vinorelbine,NCI-H1581
Teniposide,NOMO-1
Ribociclib,KON
Buparlisib,EW-11
Bortezomib,NCI-H1703
Bosutinib,G-MEL
Bosutinib,JVM-3
Selumetinib,RCC-AB
Ipatasertib,EN
Methotrexate,MOLT-16
Bortezomib,WM793B
Dabrafenib,NB14
Vorinostat,NCI-H1648
Sinularin,NUGC-3
Palbociclib,ATN-1
Paclitaxel,23132-87
Osimertinib,NCI-H211
Vinorelbine,JIMT-1
Docetaxel,MHH-CALL-2
Selumetinib,A375
Cediranib,SKN
Taselisib,Ca-Ski
Selumetinib,SK-MEL-5
Buparlisib,JHH-1
Teniposide,MSTO-211H
Ibrutinib,NCI-H1781
Methotrexate,JIMT-1
Talazoparib,TOV-112D
Dihydrorotenone,HuH-7
Irinotecan,A3-KAW
Cediranib,NCI-H358
Savolitinib,BC-1
Sapitinib,HCC2218
Ipatasertib,TE-5
Selumetinib,UACC-62
Taselisib,NCI-H292
Savolitinib,MLMA
Trametinib,BV-173
Paclitaxel,NCI-H1581
Teniposide,CADO-ES1
Bromosporine,VAL
Talazoparib,CRO-AP2
Dabrafenib,MEG-01
Tanespimycin,SU-DHL-16
Ibrutinib,NCI-N87
Lapatinib,SIG-M5
Dabrafenib,MDST8
Paclitaxel,T84
Dihydrorotenone,RF-48
Vinorelbine,HOS
Docetaxel,EW-7
Osimertinib,IGROV-1
Tanespimycin,SBC-3
Afatinib,DSH1
Bosutinib,KM-H2
Motesanib,A3-KAW
Dihydrorotenone,DoTc2-4510
Selumetinib,KCL-22
Teniposide,CCRF-CEM
Vorinostat,L-428
Vinorelbine,NCI-H3122
Teniposide,SK-CO-1
Lapatinib,DAN-G
Paclitaxel,Becker
Savolitinib,KMOE-2
Ribociclib,CHSA0011
Refametinib,A431
Buparlisib,U031
Lapatinib,NCI-H1703
Palbociclib,MONO-MAC-6
Motesanib,HAL-01
MK-2206,HCC2998
Buparlisib,SK-N-AS
Bosutinib,SU-DHL-1
Paclitaxel,JVM-3
Dasatinib,SK-MG-1
Vinorelbine,A101D
Vinorelbine,HT-144
Teniposide,TOV-21G
Paclitaxel,KP-N-YN
Taselisib,IGROV-1
Vorinostat,TE-8
Venetoclax,NOMO-1
Lapatinib,MZ2-MEL
Bromosporine,JiyoyeP-2003
Ribociclib,TC-YIK
Pictilisib,NCI-H1781
Vinorelbine,23132-87
Sinularin,RS4-11
Bosutinib,NALM-6
Vinorelbine,REH
Ribociclib,NCI-H1648
Palbociclib,HCC1395
Talazoparib,Becker
Methotrexate,SW620
Motesanib,LU-135
Bortezomib,SW13
Sapitinib,SW1463
Buparlisib,Hey
Bortezomib,RPMI-8226
Trametinib,PANC-03-27
Tanespimycin,L-363
Irinotecan,HLE
Bromosporine,SUP-M2
MK-2206,HSC-2
Dasatinib,NCI-N87
Dasatinib,KE-37
Docetaxel,ECC10
MK-2206,EW-3
Motesanib,Jurkat
Docetaxel,NCI-H841
Vinorelbine,OACM5-1
Bromosporine,HAL-01
Lapatinib,OCI-LY-19
Vinorelbine,PCI-6A
Palbociclib,CAMA-1
Methotrexate,ML-2
Tanespimycin,G-MEL
Taselisib,KASUMI-1
Buparlisib,NCI-H3122
Docetaxel,DAN-G
Tanespimycin,LOU-NH91
Selumetinib,C3A
Irinotecan,A375
Selumetinib,KU-19-19
Pictilisib,NCI-H1563
Savolitinib,CAL-33
Selumetinib,LS-1034
Tanespimycin,ML-2
Ibrutinib,SW962
Lapatinib,ES8
Tanespimycin,PCI-30
Dasatinib,HuCCT1
Docetaxel,CAL-78
Palbociclib,NCI-H3122
Teniposide,NAMALWA
Cediranib,MOLM-13
Bromosporine,NCI-H1944
Vinorelbine,SNU-398
Dasatinib,OV-7
Docetaxel,MLMA
Sinularin,KU-19-19
Bortezomib,KE-37
Vorinostat,NCI-H1688
Trametinib,Ca9-22
Irinotecan,NCI-H1703
Paclitaxel,SK-N-AS
Dabrafenib,MKN45
Afatinib,H9
Lapatinib,RL
Palbociclib,BC-1
MK-2206,SUP-M2
Cediranib,ST486
Vorinostat,KMOE-2
Tretinoin,no-10
Palbociclib,KCL-22
Methotrexate,EVSA-T
Irinotecan,WSU-NHL
MK-2206,Jurkat
Irinotecan,TC-YIK
Venetoclax,NALM-6
Paclitaxel,VAL
Docetaxel,T84
Venetoclax,H9
Talazoparib,EW-11
Docetaxel,RS4-11
Motesanib,COR-L32
Savolitinib,VAL
Sapitinib,NB5
Docetaxel,ESO26
Bortezomib,RS4-11
Osimertinib,CTB-1
Bosutinib,JHH-4
Teniposide,NB14
Savolitinib,OVCAR-3
Osimertinib,KYSE-180
Afatinib,TE-6
Dihydrorotenone,FLO-1
Vinorelbine,ALL-SIL
Dabrafenib,JHU-029
Lapatinib,SK-MEL-1
Irinotecan,MHH-NB-11
Tanespimycin,23132-87
Sapitinib,SK-OV-3
Sinularin,SBC-5
Dihydrorotenone,U-698-M
Tanespimycin,EPLC-272H
Irinotecan,NCI-H2023
Teniposide,EW-7
Ibrutinib,WM35
Osimertinib,CaR-1
Selumetinib,SCC90
Tretinoin,SIG-M5
Selumetinib,HSC-2
Ibrutinib,SU-DHL-10
Ibrutinib,MFM-223
Talazoparib,NAMALWA
Vorinostat,A3-KAW
Vorinostat,M14
Talazoparib,WM793B
Vinorelbine,KARPAS-45
Motesanib,8-MG-BA
Motesanib,NCI-H1563
Docetaxel,NCI-H810
Cediranib,SW948
Sapitinib,LC-1-sq
Pictilisib,TE-6
Buparlisib,GB-1
Cediranib,Mo-T
Dasatinib,MFH-ino
Vinorelbine,WM793B
Vorinostat,HCC1428
Tanespimycin,FLO-1
Dasatinib,SW962
Pictilisib,JHH-2
Ribociclib,JHU-011
Ribociclib,WM793B
MK-2206,KYAE-1
Vorinostat,HOS
Selumetinib,NB10
Trametinib,OV-7
Vinorelbine,H9
Trametinib,HT55
Talazoparib,C32
Irinotecan,H4
Refametinib,SJSA-1
Dihydrorotenone,HCC2998
Tanespimycin,HSC-2
Docetaxel,SW780
Motesanib,KM-H2
Osimertinib,KYSE-50
Afatinib,769-P
Selumetinib,NCI-H1944
Afatinib,Jurkat
Sinularin,KE-37
Ibrutinib,TC-YIK
Bromosporine,DOV13
Selumetinib,SU-DHL-1
Bromosporine,ES8
Venetoclax,HCC-15
Talazoparib,ES1
Bromosporine,NCI-H211
Buparlisib,H4
Docetaxel,SBC-5
Motesanib,BC-1
Docetaxel,SJSA-1
MK-2206,OACp4C
Motesanib,NCI-H1341
Cediranib,L-428
Selumetinib,ASH-3
Bortezomib,A2058
Sapitinib,CCRF-CEM
Dabrafenib,L-428
Dasatinib,NAMALWA
Teniposide,NCI-H23
Bosutinib,HTC-C3
Pictilisib,HSC-2
Methotrexate,LCLC-97TM1
Osimertinib,RERF-LC-KJ
Lapatinib,KARPAS-1106P
Ibrutinib,DOV13
Paclitaxel,CAMA-1
MK-2206,NKM-1
Bosutinib,CTB-1
Osimertinib,JiyoyeP-2003
MK-2206,8-MG-BA
Venetoclax,WSU-NHL
Methotrexate,NCI-H1341
Sapitinib,KYAE-1
Trametinib,BONNA-12
Trametinib,NCI-H1944
Bortezomib,MHH-NB-11
Dabrafenib,CP66-MEL
Refametinib,SK-MEL-1
Refametinib,HAL-01
Methotrexate,KYSE-180
Savolitinib,EW-12
Dabrafenib,Hey
Bromosporine,EW-3
Methotrexate,SJSA-1
Selumetinib,KELLY
Palbociclib,SUP-T1
Lapatinib,FADU
Bortezomib,SBC-5
Bromosporine,ECC10
Sinularin,Ca-Ski
Dasatinib,JHU-011
Sinularin,CP66-MEL
Cediranib,EW-22
Palbociclib,CCRF-CEM
Sinularin,LS-513
Bortezomib,MEG-01
Ipatasertib,YH-13
Paclitaxel,TC-71
Docetaxel,JVM-3
Savolitinib,SBC-5
Osimertinib,JSC-1
Motesanib,KASUMI-1
MK-2206,SUP-T1
Sapitinib,MOLM-13
Vinorelbine,CAL-62
Talazoparib,MDST8
Ribociclib,TE-5
Savolitinib,NAMALWA
MK-2206,HAL-01
Tanespimycin,NCI-H1755
Sapitinib,WSU-NHL
Teniposide,IGR-37
Irinotecan,KP-N-YN
MK-2206,HCC70
Cediranib,SU-DHL-16
Palbociclib,CAL-51
Osimertinib,ES4
MK-2206,M14
Bosutinib,RERF-LC-KJ
Bortezomib,CFPAC-1
Teniposide,A253
Bromosporine,LOU-NH91
Bosutinib,RPMI-8226
Venetoclax,SK-CO-1
Sinularin,HSC-2
Ibrutinib,JHH-4
Ibrutinib,NB5
Docetaxel,A2058
Talazoparib,LOXIMVI
Motesanib,MOLM-13
Trametinib,NCI-H1581
Vorinostat,NCI-H1963
MK-2206,OCI-LY-19
Taselisib,JHH-2
Ribociclib,MDST8
Docetaxel,MDST8
Sapitinib,SK-CO-1
Trametinib,SW948
Sinularin,H4
Motesanib,U-698-M
Irinotecan,EW-7
Sapitinib,Ca-Ski
Ipatasertib,IHH-4
Teniposide,ML-2
Taselisib,JiyoyeP-2003
Tanespimycin,PSN1
Refametinib,JHH-2
Savolitinib,NCI-H23
Selumetinib,WM278
Sinularin,RH-1
Selumetinib,SU-DHL-4
Lapatinib,VAL
Talazoparib,JHU-029
Palbociclib,RPMI-6666
Pictilisib,NCI-H64
Bromosporine,TC-71
Dihydrorotenone,TE-4
Irinotecan,JSC-1
Vorinostat,CAL-62
Dabrafenib,BC-1
Dihydrorotenone,NB14
Docetaxel,PC-14
Palbociclib,769-P
Selumetinib,SK-MEL-3
Osimertinib,NCI-H1623
Docetaxel,FLO-1
Cediranib,A704
Osimertinib,NUGC-4
Vorinostat,UWB1.289
Dihydrorotenone,NCI-H211
Paclitaxel,RF-48
Tanespimycin,L-540
Bosutinib,DEL
Bortezomib,KY821
Bosutinib,REH
Irinotecan,IST-SL2
Docetaxel,SK-CO-1
Savolitinib,SISO
Cediranib,BONNA-12
Bromosporine,TC-YIK
Irinotecan,RCC-JF
Venetoclax,NKM-1
Selumetinib,SW620
Sapitinib,NCI-H28
Palbociclib,LOUCY
Paclitaxel,CRO-AP2
Refametinib,NCI-H3122
Vinorelbine,DK-MG
Talazoparib,MHH-CALL-4
Paclitaxel,JHU-029
Irinotecan,RPMI-8226
Palbociclib,HT55
Tanespimycin,NCI-H1703
Sinularin,ES4
Savolitinib,SAT
Paclitaxel,BB49-HNC
Sinularin,EW-22
Bortezomib,NCI-H1755
Selumetinib,U-266
MK-2206,NCI-H2196
Buparlisib,EW-7
Ipatasertib,KU-19-19
Taselisib,FADU
Sapitinib,LOU-NH91
Sinularin,KY821
Dasatinib,TGBC1TKB
Bromosporine,KASUMI-1
Savolitinib,SKM-1
Dasatinib,Detroit562
Irinotecan,NOMO-1
Vinorelbine,TE-4
Motesanib,NCI-H1963
Paclitaxel,A2058
Ribociclib,MG-63
Dihydrorotenone,KYSE-50
Osimertinib,SU-DHL-16
Vinorelbine,EJM
Palbociclib,SBC-5
Bosutinib,EPLC-272H
Trametinib,SW620
Vinorelbine,SU-DHL-16
Vorinostat,OCI-LY-19
Lapatinib,FU97
Bosutinib,A704
Methotrexate,Mo-T
Tanespimycin,CHP-212
Vinorelbine,ES1
Savolitinib,RPMI-8226
Irinotecan,8-MG-BA
Bosutinib,MZ2-MEL
Buparlisib,A673
Buparlisib,OACM5-1
Docetaxel,VA-ES-BJ
Tanespimycin,RPMI-7951
Docetaxel,SK-N-AS
Vinorelbine,IGR-37
Buparlisib,Becker
Motesanib,NB14
Sapitinib,RERF-LC-KJ
Vinorelbine,GR-ST
Cediranib,Hey
Osimertinib,NCI-H1876
Sapitinib,T84
Bromosporine,Mo-T
Refametinib,CAL-33
Dasatinib,NALM-6
Trametinib,NOMO-1
Lapatinib,LU-135
Selumetinib,WM35
Vinorelbine,639-V
Buparlisib,OVCAR-3
Bortezomib,Detroit562
Docetaxel,Ca9-22
Taselisib,RCC-JF
Sinularin,HCC70
Vorinostat,SKG-IIIa
Afatinib,LS-513
Teniposide,NUGC-3
Ribociclib,WSU-DLCL2
MK-2206,SU-DHL-10
Buparlisib,L-428
Methotrexate,L-428
MK-2206,KARPAS-1106P
Ribociclib,LOXIMVI
Lapatinib,SW156
Bortezomib,A101D
Sapitinib,CHP-212
Sinularin,RPMI-7951
Vinorelbine,JHU-029
Bromosporine,MEG-01
MK-2206,CAL-51
Ribociclib,SNG-M
Motesanib,HeLa
Trametinib,NB5
Buparlisib,CCK-81
Irinotecan,NCI-H211
Sapitinib,SKM-1
Lapatinib,IGROV-1
Taselisib,A4-Fuk
Bortezomib,LB373-MEL-D
Teniposide,NCI-H1781
Cediranib,NCI-H292
Afatinib,TK
Sinularin,HCT-15
Dabrafenib,UACC-62
Lapatinib,KE-37
Selumetinib,SIMA
Irinotecan,NCI-H3122
Motesanib,CCRF-CEM
Sinularin,8-MG-BA
Motesanib,JVM-3
Palbociclib,RCC-AB
Ipatasertib,WM-115
Docetaxel,SNG-M
Savolitinib,A101D
Docetaxel,UACC-62
Paclitaxel,KELLY
Vorinostat,KU-19-19
Cediranib,HuH-7
Bortezomib,TYK-nu
Sapitinib,MLMA
Dasatinib,RPMI-8866
