,Term,Adjusted P-value,Genes,drug
5,Allograft Rejection,0.0004489867476933652,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,610456
6,Xenobiotic Metabolism,0.0029697461326888,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,610456
7,Spermatogenesis,0.003004149899123,CDK1;NEK2;TTK;HSPA2;AURKA,610456
8,UV Response Dn,0.0035762314149313,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,610456
9,Apical Junction,0.0123887890362058,KCNH2;SYK;CDH11;MAPK14;EGFR,610456
10,KRAS Signaling Up,0.0123887890362058,MAP4K1;CA2;PTGS2;EPHB2;CTSS,610456
11,Mitotic Spindle,0.0411670115193881,CDK1;NEK2;TTK;AURKA,610456
12,IL-2/STAT5 Signaling,0.0411670115193881,CA2;PIM1;AHR;HIPK2,610456
13,TNF-alpha Signaling via NF-kB,0.0411670115193881,MAP2K3;PLK2;SIK1;PTGS2,610456
14,Estrogen Response Late,0.0411670115193881,RET;CA2;PGR;HPRT1,610456
15,Myc Targets V1,0.0411670115193881,HDAC2;CDK4;RUVBL2;HPRT1,610456
16,Inflammatory Response,0.0411670115193881,AXL;LCK;AHR;RAF1,610456
17,Glycolysis,0.0411670115193881,CDK1;MERTK;EGFR;AURKA,610456
0,E2F Targets,2.898452351012945e-05,POLE4;WEE1;MELK;LIG1;CDK4;CHEK1;CDK1;DCK;AURKA,610457
1,Complement,0.0001473202678322468,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;CTSS,610457
2,UV Response Up,0.00019389238398477565,KCNH2;RET;CA2;NTRK3;PRKCD;TYRO3;HSPA2,610457
3,G2-M Checkpoint,0.0005256430216897934,CDK4;CHEK1;CDK1;NEK2;TTK;MAPK14;AURKA,610457
4,Allograft Rejection,0.0005256430216897934,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,610457
5,PI3K/AKT/mTOR  Signaling,0.0012246379846625,MAP2K3;CDK4;LCK;CDK1;EGFR,610457
6,Xenobiotic Metabolism,0.0028973133001842,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,610457
7,Spermatogenesis,0.0029308779503639,CDK1;NEK2;TTK;HSPA2;AURKA,610457
8,UV Response Dn,0.0034890062584696,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,610457
9,Apical Junction,0.0120866234499569,KCNH2;SYK;CDH11;MAPK14;EGFR,610457
10,KRAS Signaling Up,0.0120866234499569,MAP4K1;CA2;PTGS2;EPHB2;CTSS,610457
11,DNA Repair,0.0227726054065545,POLE4;LIG1;HPRT1;ADA,610457
12,Mitotic Spindle,0.0425254638363837,CDK1;NEK2;TTK;AURKA,610457
13,TNF-alpha Signaling via NF-kB,0.0425254638363837,MAP2K3;PLK2;SIK1;PTGS2,610457
14,Estrogen Response Late,0.0425254638363837,RET;CA2;PGR;HPRT1,610457
15,Myc Targets V1,0.0425254638363837,HDAC2;CDK4;RUVBL2;HPRT1,610457
16,Glycolysis,0.0425254638363837,CDK1;MERTK;EGFR;AURKA,610457
0,Complement,2.9709136597882687e-05,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;CTSS;PIK3CG,610458
1,E2F Targets,0.00015100327452805296,POLE4;PLK4;WEE1;MELK;CHEK1;CDK1;DCK;AURKA,610458
2,UV Response Up,0.00019873969358439505,KCNH2;RET;CA2;NTRK3;PRKCD;TYRO3;HSPA2,610458
3,G2-M Checkpoint,0.0005387840972320382,PLK4;CHEK1;CDK1;NEK2;TTK;MAPK14;AURKA,610458
4,Allograft Rejection,0.0005387840972320382,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,610458
5,Xenobiotic Metabolism,0.0034333141704263,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,610458
6,Spermatogenesis,0.0034333141704263,CDK1;NEK2;TTK;HSPA2;AURKA,610458
7,UV Response Dn,0.0040232603417978,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,610458
8,Estrogen Response Late,0.0123887890362058,PLK4;RET;CA2;PGR;HPRT1,610458
9,Apical Junction,0.0123887890362058,KCNH2;SYK;CDH11;MAPK14;EGFR,610458
10,KRAS Signaling Up,0.0123887890362058,MAP4K1;CA2;PTGS2;EPHB2;CTSS,610458
11,Androgen Response,0.0472243392609179,STK39;PTK2B;MERTK,610458
12,PI3K/AKT/mTOR  Signaling,0.0494004138232658,LCK;CDK1;EGFR,610458
13,Mitotic Spindle,0.0494004138232658,CDK1;NEK2;TTK;AURKA,610458
14,Glycolysis,0.0494004138232658,CDK1;MERTK;EGFR;AURKA,610458
0,E2F Targets,2.5939261824343477e-06,POLE4;PLK4;WEE1;MELK;LIG1;CDK4;CHEK1;CDK1;DCK;AURKA,610459
1,Complement,1.4854568298941343e-05,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;RAF1;CTSS,610459
2,G2-M Checkpoint,0.00010066884968536863,PLK4;CDK4;CHEK1;CDK1;NEK2;TTK;MAPK14;AURKA,610459
3,UV Response Up,0.00014905477018829628,KCNH2;RET;CA2;NTRK3;PRKCD;TYRO3;HSPA2,610459
4,Allograft Rejection,0.0005387840972320382,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,610459
5,PI3K/AKT/mTOR  Signaling,0.0012552539342791,CDK4;LCK;CDK1;RAF1;EGFR,610459
6,Xenobiotic Metabolism,0.0029697461326888,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,610459
7,Spermatogenesis,0.003004149899123,CDK1;NEK2;TTK;HSPA2;AURKA,610459
8,UV Response Dn,0.0035762314149313,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,610459
12,KRAS Signaling Up,0.0104828214921741,MAP4K1;CA2;PTGS2;EPHB2;CTSS,610459
11,Apical Junction,0.0104828214921741,KCNH2;SYK;CDH11;MAPK14;EGFR,610459
9,Myc Targets V2,0.0104828214921741,PLK4;CDK4;MAP3K6,610459
10,Estrogen Response Late,0.0104828214921741,PLK4;RET;CA2;PGR;HPRT1,610459
13,DNA Repair,0.02000736046433,POLE4;LIG1;HPRT1;ADA,610459
14,Androgen Response,0.0377794714087343,STK39;PTK2B;MERTK,610459
17,Myc Targets V1,0.0390003267025782,HDAC2;CDK4;RUVBL2;HPRT1,610459
15,Mitotic Spindle,0.0390003267025782,CDK1;NEK2;TTK;AURKA,610459
16,IL-2/STAT5 Signaling,0.0390003267025782,CA2;PIM1;AHR;HIPK2,610459
18,Glycolysis,0.0390003267025782,CDK1;MERTK;EGFR;AURKA,610459
0,Allograft Rejection,0.0020368667090479,SIT1;IL1B;CD7;IL2RG;CD3E;CD3D;ELANE,613327
0,Allograft Rejection,0.001774045198203,CD8B;SIT1;CD7;IL2RG;CD3E;CD3D;ELANE,616348
1,Epithelial Mesenchymal Transition,0.0068449026716853,POSTN;COL3A1;MMP1;MGP;MMP3;BGN,616348
2,Angiogenesis,0.0069135933023994,POSTN;COL3A1;PRG2,616348
0,Complement,2.8259910422376216e-05,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;CTSS;PIK3CG,618939
1,Allograft Rejection,0.0012812548653688,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,618939
2,UV Response Up,0.0018575390438963,KCNH2;RET;CA2;NTRK3;PRKCD;HSPA2,618939
3,E2F Targets,0.0039548326547515,POLE4;WEE1;MELK;CHEK1;CDK1;DCK,618939
4,Xenobiotic Metabolism,0.0039548326547515,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,618939
5,UV Response Dn,0.0051026716530118,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,618939
6,Apical Junction,0.0162036295625984,KCNH2;SYK;CDH11;MAPK14;EGFR,618939
7,KRAS Signaling Up,0.0162036295625984,MAP4K1;CA2;PTGS2;EPHB2;CTSS,618939
0,Complement,2.8259910422376216e-05,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;CTSS;PIK3CG,619232
1,E2F Targets,0.0008541699102459143,POLE4;WEE1;MELK;LIG1;CHEK1;CDK1;DCK,619232
2,Allograft Rejection,0.0008541699102459143,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,619232
3,UV Response Up,0.0013931542829222,KCNH2;RET;CA2;NTRK3;PRKCD;HSPA2,619232
4,Xenobiotic Metabolism,0.0039548326547515,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,619232
5,UV Response Dn,0.0051026716530118,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,619232
6,Apical Junction,0.0162036295625984,KCNH2;SYK;CDH11;MAPK14;EGFR,619232
7,KRAS Signaling Up,0.0162036295625984,MAP4K1;CA2;PTGS2;EPHB2;CTSS,619232
8,DNA Repair,0.0296043870285208,POLE4;LIG1;HPRT1;ADA,619232
0,E2F Targets,2.9709136597882687e-05,POLE4;PLK4;WEE1;MELK;LIG1;CHEK1;CDK1;DCK;AURKA,623017
1,Complement,0.00015100327452805296,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;CTSS,623017
2,G2-M Checkpoint,0.0006734801215400478,PLK4;CHEK1;CDK1;NEK2;TTK;MAPK14;AURKA,623017
3,Allograft Rejection,0.0006734801215400478,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,623017
4,UV Response Up,0.0011716784738422,KCNH2;RET;CA2;NTRK3;PRKCD;HSPA2,623017
5,Xenobiotic Metabolism,0.0034333141704263,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,623017
6,Spermatogenesis,0.0034333141704263,CDK1;NEK2;TTK;HSPA2;AURKA,623017
7,UV Response Dn,0.0040232603417978,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,623017
8,Estrogen Response Late,0.0123887890362058,PLK4;RET;CA2;PGR;HPRT1,623017
9,Apical Junction,0.0123887890362058,KCNH2;SYK;CDH11;MAPK14;EGFR,623017
10,KRAS Signaling Up,0.0123887890362058,MAP4K1;CA2;PTGS2;EPHB2;CTSS,623017
11,DNA Repair,0.0233419205417183,POLE4;LIG1;HPRT1;ADA,623017
12,PI3K/AKT/mTOR  Signaling,0.0494004138232658,LCK;CDK1;EGFR,623017
13,Mitotic Spindle,0.0494004138232658,CDK1;NEK2;TTK;AURKA,623017
14,Glycolysis,0.0494004138232658,CDK1;MERTK;EGFR;AURKA,623017
0,Complement,1.974717836655992e-05,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;RAF1;CTSS,627168
1,PI3K/AKT/mTOR  Signaling,1.974717836655992e-05,MAP2K3;CDK4;LCK;MKNK1;CDK1;RAF1;EGFR,627168
2,G2-M Checkpoint,7.550163726402648e-05,PLK4;CDK4;CHEK1;CDK1;NEK2;TTK;MAPK14;AURKA,627168
3,E2F Targets,7.550163726402648e-05,PLK4;WEE1;MELK;CDK4;CHEK1;CDK1;DCK;AURKA,627168
4,UV Response Up,0.00011924381615063702,KCNH2;RET;CA2;NTRK3;PRKCD;TYRO3;HSPA2,627168
5,Allograft Rejection,0.0004489867476933652,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,627168
6,Spermatogenesis,0.0034333141704263,CDK1;NEK2;TTK;HSPA2;AURKA,627168
7,UV Response Dn,0.0040232603417978,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,627168
12,KRAS Signaling Up,0.0104828214921741,MAP4K1;CA2;PTGS2;EPHB2;CTSS,627168
11,Xenobiotic Metabolism,0.0104828214921741,ALDH2;CA2;AKR1C3;HPRT1;ESR1,627168
8,Myc Targets V2,0.0104828214921741,PLK4;CDK4;MAP3K6,627168
9,Estrogen Response Late,0.0104828214921741,PLK4;RET;CA2;PGR;HPRT1,627168
10,Apical Junction,0.0104828214921741,KCNH2;SYK;CDH11;MAPK14;EGFR,627168
13,Androgen Response,0.0404780050807868,STK39;PTK2B;MERTK,627168
16,Myc Targets V1,0.0411670115193881,HDAC2;CDK4;RUVBL2;HPRT1,627168
14,Mitotic Spindle,0.0411670115193881,CDK1;NEK2;TTK;AURKA,627168
15,TNF-alpha Signaling via NF-kB,0.0411670115193881,MAP2K3;PLK2;SIK1;PTGS2,627168
17,Glycolysis,0.0411670115193881,CDK1;MERTK;EGFR;AURKA,627168
0,PI3K/AKT/mTOR  Signaling,2.2544687511180116e-06,MAP2K3;CDK4;LCK;MKNK1;CSNK2B;CDK1;RAF1;EGFR,627505
1,Complement,1.4854568298941343e-05,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;RAF1;CTSS,627505
2,UV Response Up,1.7454350525478614e-05,KCNH2;RET;CA2;PPAT;NTRK3;PRKCD;TYRO3;HSPA2,627505
3,E2F Targets,0.0005387840972320382,POLE4;WEE1;MELK;CDK4;CHEK1;CDK1;DCK,627505
4,Allograft Rejection,0.0005387840972320382,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,627505
5,G2-M Checkpoint,0.0034647038214703,CDK4;CHEK1;CDK1;NEK2;TTK;MAPK14,627505
6,UV Response Dn,0.0045980118191974,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,627505
7,Apical Junction,0.0136276679398264,KCNH2;SYK;CDH11;MAPK14;EGFR,627505
8,Xenobiotic Metabolism,0.0136276679398264,ALDH2;CA2;AKR1C3;HPRT1;ESR1,627505
9,KRAS Signaling Up,0.0136276679398264,MAP4K1;CA2;PTGS2;EPHB2;CTSS,627505
10,Spermatogenesis,0.0176014257728361,CDK1;NEK2;TTK;HSPA2,627505
11,Androgen Response,0.0463128879593117,STK39;PTK2B;MERTK,627505
12,Mitotic Spindle,0.0463128879593117,CDK1;NEK2;TTK;MARK4,627505
13,TNF-alpha Signaling via NF-kB,0.0463128879593117,MAP2K3;PLK2;SIK1;PTGS2,627505
14,Estrogen Response Late,0.0463128879593117,RET;CA2;PGR;HPRT1,627505
15,Myc Targets V1,0.0463128879593117,HDAC2;CDK4;RUVBL2;HPRT1,627505
0,Complement,0.00014363726113644063,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;CTSS,629971
1,E2F Targets,0.00014363726113644063,POLE4;WEE1;MELK;LIG1;CHEK1;CDK1;DCK;AURKA,629971
2,UV Response Up,0.00018904507438515623,KCNH2;RET;CA2;NTRK3;PRKCD;TYRO3;HSPA2,629971
3,Allograft Rejection,0.0006406274326844358,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,629971
4,G2-M Checkpoint,0.0032658354304055,CHEK1;CDK1;NEK2;TTK;MAPK14;AURKA,629971
5,Xenobiotic Metabolism,0.0032658354304055,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,629971
6,Spermatogenesis,0.0032658354304055,CDK1;NEK2;TTK;HSPA2;AURKA,629971
7,UV Response Dn,0.0038270037397588,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,629971
8,PI3K/AKT/mTOR  Signaling,0.008282529893235,MAP2K3;LCK;CDK1;EGFR,629971
9,Apical Junction,0.0117844578637079,KCNH2;SYK;CDH11;MAPK14;EGFR,629971
10,KRAS Signaling Up,0.0117844578637079,MAP4K1;CA2;PTGS2;EPHB2;CTSS,629971
11,DNA Repair,0.0222032902713906,POLE4;LIG1;HPRT1;ADA,629971
12,Mitotic Spindle,0.0440537226930038,CDK1;NEK2;TTK;AURKA,629971
13,TNF-alpha Signaling via NF-kB,0.0440537226930038,MAP2K3;PLK2;SIK1;PTGS2,629971
14,Estrogen Response Late,0.0440537226930038,RET;CA2;PGR;HPRT1,629971
15,Glycolysis,0.0440537226930038,CDK1;MERTK;EGFR;AURKA,629971
0,Allograft Rejection,2.173839263259709e-05,CD8B;SIT1;IL1B;CD7;IL2RG;CD3E;ITGAL;CD3D;ELANE,633782
1,Epithelial Mesenchymal Transition,0.0009855806656683629,SFRP4;POSTN;COL3A1;MMP1;MGP;MMP3;BGN,633782
2,Angiogenesis,0.0076817703359993,POSTN;COL3A1;PRG2,633782
0,Complement,2.8259910422376216e-05,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;CTSS;PIK3CG,634724
1,E2F Targets,0.0008541699102459143,POLE4;WEE1;MELK;LIG1;CHEK1;CDK1;DCK,634724
2,Allograft Rejection,0.0008541699102459143,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,634724
3,UV Response Up,0.0013931542829222,KCNH2;RET;CA2;NTRK3;PRKCD;HSPA2,634724
4,Xenobiotic Metabolism,0.0039548326547515,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,634724
5,UV Response Dn,0.0051026716530118,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,634724
6,PI3K/AKT/mTOR  Signaling,0.0106489670055879,MAP2K3;LCK;CDK1;EGFR,634724
7,G2-M Checkpoint,0.0129629036500787,CHEK1;CDK1;NEK2;TTK;MAPK14,634724
8,Apical Junction,0.0129629036500787,KCNH2;SYK;CDH11;MAPK14;EGFR,634724
9,KRAS Signaling Up,0.0129629036500787,MAP4K1;CA2;PTGS2;EPHB2;CTSS,634724
10,Spermatogenesis,0.0167428196375758,CDK1;NEK2;TTK;HSPA2,634724
11,DNA Repair,0.0222032902713906,POLE4;LIG1;HPRT1;ADA,634724
0,E2F Targets,2.5939261824343477e-06,POLE4;PLK4;WEE1;MELK;LIG1;CDK4;CHEK1;CDK1;DCK;AURKA,637037
1,G2-M Checkpoint,0.00010066884968536863,PLK4;CDK4;CHEK1;CDK1;NEK2;TTK;MAPK14;AURKA,637037
2,Complement,0.00010066884968536863,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;CTSS,637037
3,Allograft Rejection,0.0006734801215400478,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,637037
4,UV Response Up,0.0011716784738422,KCNH2;RET;CA2;NTRK3;PRKCD;HSPA2,637037
5,PI3K/AKT/mTOR  Signaling,0.0012552539342791,MAP2K3;CDK4;LCK;CDK1;EGFR,637037
6,Apical Junction,0.0029697461326888,KCNH2;MAP4K2;SYK;CDH11;MAPK14;EGFR,637037
7,Spermatogenesis,0.003004149899123,CDK1;NEK2;TTK;HSPA2;AURKA,637037
8,UV Response Dn,0.0035762314149313,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,637037
9,Estrogen Response Late,0.0113563899498553,PLK4;RET;CA2;PGR;HPRT1,637037
10,Xenobiotic Metabolism,0.0113563899498553,CA2;AKR1C3;HPRT1;PGD;ESR1,637037
11,KRAS Signaling Up,0.0113563899498553,MAP4K1;CA2;PTGS2;EPHB2;CTSS,637037
12,DNA Repair,0.0215463881923554,POLE4;LIG1;HPRT1;ADA,637037
13,Androgen Response,0.0404780050807868,STK39;PTK2B;MERTK,637037
14,Mitotic Spindle,0.0411670115193881,CDK1;NEK2;TTK;AURKA,637037
15,TNF-alpha Signaling via NF-kB,0.0411670115193881,MAP2K3;PLK2;SIK1;PTGS2,637037
16,Myc Targets V1,0.0411670115193881,HDAC2;CDK4;RUVBL2;HPRT1,637037
17,Glycolysis,0.0411670115193881,CDK1;MERTK;EGFR;AURKA,637037
0,Epithelial Mesenchymal Transition,0.0136898053433707,COL3A1;COL1A2;MMP1;MGP;MMP3;BGN,637651
1,Allograft Rejection,0.044871589557965,SIT1;CD7;CD3E;CD3D;ELANE,637651
0,Complement,2.9709136597882687e-05,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;RAF1;CTSS,638066
1,E2F Targets,0.00015100327452805296,POLE4;WEE1;MELK;LIG1;CHEK1;CDK1;DCK;AURKA,638066
2,UV Response Up,0.00019873969358439505,KCNH2;RET;CA2;NTRK3;PRKCD;TYRO3;HSPA2,638066
3,Allograft Rejection,0.0006734801215400478,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,638066
4,PI3K/AKT/mTOR  Signaling,0.0015063047211349,MAP2K3;LCK;CDK1;RAF1;EGFR,638066
5,G2-M Checkpoint,0.0029697461326888,CHEK1;CDK1;NEK2;TTK;MAPK14;AURKA,638066
6,Xenobiotic Metabolism,0.0029697461326888,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,638066
7,Spermatogenesis,0.003004149899123,CDK1;NEK2;TTK;HSPA2;AURKA,638066
8,UV Response Dn,0.0035762314149313,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,638066
9,DNA Repair,0.003866537365032,POLE4;POLB;LIG1;HPRT1;ADA,638066
10,Apical Junction,0.0113563899498553,KCNH2;SYK;CDH11;MAPK14;EGFR,638066
11,KRAS Signaling Up,0.0113563899498553,MAP4K1;CA2;PTGS2;EPHB2;CTSS,638066
12,Mitotic Spindle,0.0411670115193881,CDK1;NEK2;TTK;AURKA,638066
13,IL-2/STAT5 Signaling,0.0411670115193881,CA2;PIM1;AHR;HIPK2,638066
14,TNF-alpha Signaling via NF-kB,0.0411670115193881,MAP2K3;PLK2;SIK1;PTGS2,638066
15,Estrogen Response Late,0.0411670115193881,RET;CA2;PGR;HPRT1,638066
16,Inflammatory Response,0.0411670115193881,AXL;LCK;AHR;RAF1,638066
17,Glycolysis,0.0411670115193881,CDK1;MERTK;EGFR;AURKA,638066
0,Complement,2.9709136597882687e-05,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;RAF1;CTSS,639174
1,E2F Targets,0.00015100327452805296,POLE4;PLK4;WEE1;MELK;LIG1;CHEK1;CDK1;DCK,639174
2,Allograft Rejection,0.0008979734953867304,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,639174
3,UV Response Up,0.0014645980923028,KCNH2;RET;CA2;NTRK3;PRKCD;HSPA2,639174
4,G2-M Checkpoint,0.0034647038214703,PLK4;CHEK1;CDK1;NEK2;TTK;MAPK14,639174
5,Xenobiotic Metabolism,0.0034647038214703,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,639174
6,UV Response Dn,0.0045980118191974,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,639174
7,PI3K/AKT/mTOR  Signaling,0.0097956843929607,LCK;CDK1;RAF1;EGFR,639174
8,Estrogen Response Late,0.0123887890362058,PLK4;RET;CA2;PGR;HPRT1,639174
9,Apical Junction,0.0123887890362058,KCNH2;SYK;CDH11;MAPK14;EGFR,639174
10,KRAS Signaling Up,0.0123887890362058,MAP4K1;CA2;PTGS2;EPHB2;CTSS,639174
11,Spermatogenesis,0.0161346402917664,CDK1;NEK2;TTK;HSPA2,639174
12,DNA Repair,0.0215463881923554,POLE4;LIG1;HPRT1;ADA,639174
13,Androgen Response,0.0404780050807868,STK39;PTK2B;MERTK,639174
0,Allograft Rejection,0.0018397505759142,SIT1;IL1B;CD7;IL2RG;CD3E;CD3D;ELANE,639186
1,Epithelial Mesenchymal Transition,0.0465335002823341,POSTN;MMP1;MGP;MMP3;BGN,639186
0,Complement,0.0002908385759771635,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;CTSS,643833
1,UV Response Up,0.0002908385759771635,KCNH2;RET;CA2;NTRK3;PRKCD;TYRO3;HSPA2,643833
2,E2F Targets,0.0006570537771122417,POLE4;WEE1;MELK;LIG1;CHEK1;CDK1;DCK,643833
3,Allograft Rejection,0.0006570537771122417,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,643833
4,UV Response Dn,0.0062802112652453,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,643833
5,Apical Junction,0.0166191072436907,KCNH2;SYK;CDH11;MAPK14;EGFR,643833
6,Xenobiotic Metabolism,0.0166191072436907,ALDH2;CA2;AKR1C3;HPRT1;ESR1,643833
7,KRAS Signaling Up,0.0166191072436907,MAP4K1;CA2;PTGS2;EPHB2;CTSS,643833
8,DNA Repair,0.030363473875406,POLE4;LIG1;HPRT1;ADA,643833
0,Complement,2.9709136597882687e-05,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;RAF1;CTSS,656889
1,UV Response Up,0.00029810954037659255,KCNH2;RET;CA2;NTRK3;PRKCD;TYRO3;HSPA2,656889
2,Allograft Rejection,0.0008979734953867304,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,656889
3,E2F Targets,0.0041576445857644,WEE1;MELK;CHEK1;CDK1;DCK;AURKA,656889
4,Xenobiotic Metabolism,0.0041576445857644,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,656889
5,UV Response Dn,0.005364347122397,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,656889
6,PI3K/AKT/mTOR  Signaling,0.0111950678776693,LCK;CDK1;RAF1;EGFR,656889
7,G2-M Checkpoint,0.0136276679398264,CHEK1;CDK1;TTK;MAPK14;AURKA,656889
8,Apical Junction,0.0136276679398264,KCNH2;SYK;CDH11;MAPK14;EGFR,656889
9,KRAS Signaling Up,0.0136276679398264,MAP4K1;CA2;PTGS2;EPHB2;CTSS,656889
10,Spermatogenesis,0.0176014257728361,CDK1;TTK;HSPA2;AURKA,656889
11,Apoptosis,0.0298032274050906,PDGFRB;PAK1;WEE1;ERBB2,656889
12,Androgen Response,0.0435916977793088,STK39;PTK2B;MERTK,656889
13,Estrogen Response Late,0.0494004138232658,RET;CA2;PGR;HPRT1,656889
14,Glycolysis,0.0494004138232658,CDK1;MERTK;EGFR;AURKA,656889
0,Allograft Rejection,0.0021025720867591,SIT1;IL1B;CD7;IL2RG;CD3E;CD3D;ELANE,673596
0,E2F Targets,2.5939261824343477e-06,POLE4;PLK4;WEE1;MELK;LIG1;CDK4;CHEK1;CDK1;DCK;AURKA,681632
1,G2-M Checkpoint,0.00010066884968536863,PLK4;CDK4;CHEK1;CDK1;NEK2;TTK;MAPK14;AURKA,681632
2,Complement,0.00010066884968536863,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;CTSS,681632
3,PI3K/AKT/mTOR  Signaling,0.00014855123960055266,MAP2K3;TBK1;CDK4;LCK;CDK1;EGFR,681632
4,Allograft Rejection,0.0005387840972320382,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,681632
5,UV Response Up,0.000976398728201914,KCNH2;RET;CA2;NTRK3;PRKCD;HSPA2,681632
6,Xenobiotic Metabolism,0.0029697461326888,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,681632
7,Spermatogenesis,0.003004149899123,CDK1;NEK2;TTK;HSPA2;AURKA,681632
8,UV Response Dn,0.0035762314149313,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,681632
11,KRAS Signaling Up,0.0113563899498553,MAP4K1;CA2;PTGS2;EPHB2;CTSS,681632
9,Estrogen Response Late,0.0113563899498553,PLK4;RET;CA2;PGR;HPRT1,681632
10,Apical Junction,0.0113563899498553,KCNH2;SYK;CDH11;MAPK14;EGFR,681632
12,DNA Repair,0.0215463881923554,POLE4;LIG1;HPRT1;ADA,681632
18,Myc Targets V1,0.0370503103674493,HDAC2;CDK4;RUVBL2;HPRT1,681632
13,Androgen Response,0.0370503103674493,STK39;PTK2B;MERTK,681632
14,Mitotic Spindle,0.0370503103674493,CDK1;NEK2;TTK;AURKA,681632
15,IL-2/STAT5 Signaling,0.0370503103674493,CA2;PIM1;AHR;HIPK2,681632
16,TNF-alpha Signaling via NF-kB,0.0370503103674493,MAP2K3;PLK2;SIK1;PTGS2,681632
17,mTORC1 Signaling,0.0370503103674493,MAP2K3;TBK1;HPRT1;AURKA,681632
19,Glycolysis,0.0370503103674493,CDK1;MERTK;EGFR;AURKA,681632
0,Complement,1.4492261755064726e-05,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;RAF1;CTSS,681633
1,E2F Targets,1.4492261755064726e-05,POLE4;WEE1;MELK;LIG1;CDK4;CHEK1;CDK1;DCK;AURKA,681633
2,PI3K/AKT/mTOR  Signaling,0.0001932373848462474,TBK1;CDK4;LCK;CDK1;RAF1;EGFR,681633
