Drug,Cell
EHT-1864,HCT-15
AZD6482_1066,P32-ISH
Sunitinib,NCI-H1770
Refametinib_1526,CML-T1
BMS-754807,OE33
Bicalutamide_1502,HCC1143
FH535,A2058
GW-2580,KYSE-450
GSK1059615,FU-OV-1
AS605240,SBC-1
I-BET-151,K5
CCT-018159,BT-483
XMD13-2,NUGC-4
Quizartinib,RH-41
AR-42,NB17
Afatinib_1032,KM-H2
Sepantronium bromide,CL-11
Refametinib_1526,ETK-1
Embelin,HCC1187
BMS-509744,H9
MK-2206,KARPAS-299
A-83-01,KURAMOCHI
PIK-93,DJM-1
Selisistat,SCH
BAY-61-3606,MZ1-PC
BIBF-1120,PCI-30
Talazoparib,TK10
GSK269962A_127,RC-K8
Tanespimycin,KYSE-50
Quizartinib,DEL
MIM1,SK-N-SH
AS605240,GCT
Sphingosine Kinase 1 Inhibitor II,BHY
AZD8055,SLVL
Bicalutamide_1502,DEL
AZD6094,HEC-1
AZD6094,SNG-M
AZD8931,G-MEL
Wee1 Inhibitor,no-11
Selisistat,SJRH30
BMS-345541,NCI-H1648
GW441756,EN
AZD8835,LB831-BLC
Linifanib,KU812
Imatinib,NCI-H1648
FR-180204,RC-K8
AZD6738,D-247MG
Cisplatin_1005,A3-KAW
QL-XII-47_1155,NCI-H1648
Talazoparib,KYSE-70
Etoposide,IA-LM
Cisplatin_1005,STS-0421
EHT-1864,BE-13
JQ12,Ramos-2G6-4C10
NSC-87877,A3-KAW
PFI-1,NCI-H2342
XMD13-2,MOG-G-UVW
UNC1215,MOLT-13
Enzastaurin,NCI-H1573
JW-7-24-1,CP50-MEL-B
Dabrafenib,SW1710
Refametinib_1526,BE-13
PF-562271,FADU
AZD6482_1066,OCI-AML3
AT7867,NB1
Apitolisib,SiHa
Avagacestat_1072,MHH-NB-11
CMK,L-1236
XMD13-2,ZR-75-30
BIBF-1120,YH-13
BIX02189,SAS
Cisplatin_1496,HEC-1
Veliparib,RT-112
QL-X-138,NMC-G1
XAV939,ME-180
kb NB 142-70,NCI-H1975
IC-87114,PANC-10-05
XMD11-85h,HCT-15
XMD8-85,SK-MEL-1
XMD11-85h,BE-13
IPA-3,PANC-08-13
BIBF-1120,DJM-1
LDN-193189,HEC-1
XMD13-2,OCI-M1
Enzastaurin,MDA-MB-468
Embelin,HOP-62
AZD6738,SK-MES-1
BMS-536924_1091,NOMO-1
AR-42,MCF7
BMS-536924_1091,K2
GSK650394,GI-1
FH535,UACC-257
Methotrexate,HEC-1
Apitolisib,IM-9
HG-5-113-01,KYSE-220
Bosutinib,SCC-4
PHA-793887,JHU-022
Rucaparib,PCI-6A
AZD6482_1066,G-MEL
Avagacestat_1072,NCI-H1975
ZSTK474,TK10
Selisistat,OVCAR-3
Talazoparib,SK-HEP-1
BMS-345541,VCaP
PFI-3,YAPC
SB216763,NCI-N87
LFM-A13,RL
PF-562271,AM-38
(5Z)-7-Oxozeaenol,RO82-W-1
BAY-MPS-combo-1 (paclitaxel 5 uM),YH-13
UNC0642,NCI-H1944
IC-87114,TE-15
Quizartinib,SNG-M
MIM1,NCI-H211
Tivozanib,SU8686
AT7867,NCI-H2030
(5Z)-7-Oxozeaenol,Calu-3
STF-62247,NCI-H1694
UNC0638_1236,U-698-M
UNC1215,Mewo
XMD13-2,A2058
Avagacestat_1072,SK-LU-1
AZD3514,COLO-800
XMD11-85h,STS-0421
WH-4-023,COLO-800
WHI-P97,VCaP
HG-5-88-01,D-247MG
MIM1,NCI-H209
ZSTK474,BHY
Tanespimycin,GCT
BAY-MPS-combo 2 (paclitaxel 1 uM),NCI-H522
SL0101,JHOS-2
UNC1215,SK-N-AS
LDN-193189,NUGC-3
GW441756,RPMI-6666
CCT-018159,NCI-H2170
CAY10603,LU-134-A
Nilotinib,NCI-H1869
Tretinoin,SK-MEL-30
Sphingosine Kinase 1 Inhibitor II,ETK-1
MIM1,OCI-LY-19
Tanespimycin,OCI-M1
Embelin,MDA-MB-330
Avagacestat_205,RCC-AB
PHA-793887,SK-MEL-28
Quizartinib,PEO1
kb NB 142-70,U-118-MG
Avagacestat_205,CPC-N
kb NB 142-70,TK10
Etoposide,RCM-1
Linifanib,LN-18
Bosutinib,OE19
CP724714,DAN-G
PF-4708671,PL4
FH535,PANC-10-05
IC-87114,OVCA420
UNC0642,KM-H2
Sorafenib,GI-ME-N
BAY-MPS-combo 2 (paclitaxel 1 uM),OE33
Ruxolitinib,TE-4
GW-2580,OVCA420
Cabozantinib,DAN-G
QS11,CCK-81
CP724714,LB771-HNC
UNC0638_1236,A673
QS11,HCC1954
UNC0642,NCI-H2085
Amuvatinib,NCI-H647
STF-62247,5637
PIK-93,D-423MG
AT7867,SW13
QS11,OCI-AML2
ETP-45835,SJRH30
AZD3514,YH-13
AZD6482_1066,SF539
JW-7-24-1,SW962
GW441756,LN-18
Ispinesib Mesylate,U-118-MG
Torin 2,KM-H2
FH535,NCI-H727
FH535,DND-41
Pevonedistat,UACC-257
STF-62247,SW13
XAV939,OE33
AZD8055,HCC1428
AZD8931,DEL
GW-2580,CAL-33
NSC-87877,VAL
ZM447439,Saos-2
Rucaparib,SCC-25
Bosutinib,RL
NU7441,WIL2-NS
Bosutinib,L-540
Zibotentan,KM-H2
BIBF-1120,CHP-134
Amuvatinib,MOLP-8
UNC0642,PCI-38
MK-2206,CAL-72
PHA-793887,U-87-MG
PFI-3,LB2241-RCC
WYE-125132,PA-TU-8988T
RO-3306,OPM-2
Cisplatin_1496,SW1710
AGI-6780,A253
A-83-01,HH
BMS-509744,U-266
UNC0638_1236,ARH-77
CP724714,YH-13
LFM-A13,Ramos-2G6-4C10
LCL161,Farage
Rucaparib,OPM-2
IPA-3,MHH-PREB-1
Veliparib,DMS-79
AT-7519,D-263MG
CP724714,RL
FMK,COLO-205
GSK650394,LB831-BLC
Apitolisib,MDA-MB-436
I-BET-762,MHH-NB-11
GW441756,SW1088
GSK690693,SW780
LFM-A13,MFE-319
ZM447439,HCT-15
Wee1 Inhibitor,JURL-MK1
AZD8931,SK-N-FI
UNC0638_1236,NCI-H1694
Wnt-C59,DEL
AZD6482_156,NCI-H1838
AST-1306,KP-3
TWS119,JVM-2
JQ12,WM278
Bleomycin (50 uM),OCUM-1
IMD-0354,H4
Entinostat,HAL-01
RO-3306,PC-3
MK-2206,NCI-H82
Avagacestat_1072,U251
Bicalutamide_1502,NCI-H209
CCT-018159,HSC-3
Etoposide,LB2518-MEL
BMS-509744,LP-1
BAY-61-3606,LB2518-MEL
Tretinoin,DMS-53
Refametinib_1014,RCC-AB
Ruxolitinib,HCC1599
XMD13-2,MDA-MB-330
GSK1059615,LS-123
NSC-87877,SAT
JW-7-24-1,TE-6
SL0101,MDA-MB-330
Selisistat,MLMA
AZD8931,PANC-08-13
TWS119,DK-MG
RO-3306,PWR-1E
Ruxolitinib,RCC-ER
Afatinib_1032,HCC1954
Lapatinib,NB5
RU-SKI 43,RMG-I
Wee1 Inhibitor,TGBC11TKB
ETP-45835,HA7-RCC
AZD8931,WM278
AZD3514,STS-0421
UNC0642,L-1236
Rucaparib,NCI-H2342
PF-562271,SNU-C1
Nilotinib,LU-134-A
Avagacestat_1072,COR-L23
PHA-793887,CP50-MEL-B
Tivozanib,SAS
Linifanib,RC-K8
Parthenolide,NKM-1
(5Z)-7-Oxozeaenol,KYSE-70
UNC1215,OAW-28
Methotrexate,RCC-ER
GSK1059615,JVM-2
CCT-018159,Hep3B2-1-7
IPA-3,HOP-92
GNF-2,NB7
Embelin,C3A
AGI-6780,SW1710
Etoposide,LN-18
Tanespimycin,HOP-92
RO-3306,SNG-M
T0901317,U031
NU7441,SKN
JQ12,GI-1
Avagacestat_205,NCI-H2009
Quizartinib,MDA-MB-468
TWS119,D-263MG
Selisistat,SAS
Dabrafenib,D-392MG
RO-3306,AU565
NSC-87877,SK-LU-1
NSC-87877,ES8
Cisplatin_1005,HEC-1
SL0101,NCI-H522
QS11,SK-MM-2
EHT-1864,NCI-H522
Sunitinib,HCC1599
Ruxolitinib,KMOE-2
Avagacestat_205,LB1047-RCC
Bleomycin,OCI-AML3
AZD8931,BHT-101
XMD13-2,HCC-15
CP724714,SISO
WHI-P97,SK-MEL-28
kb NB 142-70,NCI-H835
Tipifarnib,IST-MES1
Embelin,TCCSUP
Masitinib,MDA-MB-330
Cabozantinib,IGR-37
PFI-1,COLO-680N
Wnt-C59,769-P
Dabrafenib,SNU-423
BAY-MPS-combo-1 (paclitaxel 5 uM),LS-180
IC-87114,SK-MG-1
Linifanib,OV-90
kb NB 142-70,A388
VX-702,LS-180
CCT-018159,SW982
I-BET-762,OSC-19
Veliparib,NCI-H1869
CGP-082996,DJM-1
Cisplatin_1496,COLO-800
Bleomycin,SK-MEL-24
Cisplatin_1496,OVCAR-5
BAY-61-3606,ES8
AGI-6780,CHP-134
QS11,HCC-15
Motesanib,MZ2-MEL
Cisplatin_1496,THP-1
Tanespimycin,QIMR-WIL
AZD8055,COR-L23
AR-42,HCC1954
SL0101,SCC-25
Ruxolitinib,RKN
JQ12,AM-38
Amuvatinib,OE19
Veliparib,LB2518-MEL
JW-7-24-1,DND-41
BIX02189,MS-1
PFI-1,D-392MG
GSK690693,KARPAS-299
WHI-P97,OCUB-M
AZD3514,NCI-H2342
AZD3514,NCI-H650
SL0101,NB7
WHI-P97,SCH
Bicalutamide_1502,NCI-H211
WH-4-023,IA-LM
Quizartinib,PANC-10-05
Zibotentan,EFM-192A
JQ12,NCI-H446
Bicalutamide_1502,MZ1-PC
Entinostat,NCI-H1770
Avagacestat_205,NCI-H1694
AZD8931,MDA-MB-330
UNC0638_245,RCC-JW
VX-11e,CAL-72
JW-7-24-1,AU565
Sphingosine Kinase 1 Inhibitor II,ASH-3
LFM-A13,CPC-N
TWS119,LB831-BLC
Dabrafenib,SBC-1
I-BET-762,QGP-1
AZD3514,NCI-H1944
Linifanib,ME-180
SB216763,HSC-3
UNC1215,VCaP
QL-X-138,PEO1
MK-2206,NMC-G1
Bleomycin (50 uM),KU812
Masitinib,23132-87
Tanespimycin,DMS-53
CD532,NCI-H64
XMD11-85h,D-263MG
AZD6482_1066,SW1088
Sphingosine Kinase 1 Inhibitor II,RMG-I
Ruxolitinib,HH
Bleomycin (50 uM),OVCA420
Bosutinib,EVSA-T
PIK-93,SiHa
CUDC-101,OE19
I-BET-151,PANC-08-13
Dasatinib,NCI-H64
XMD8-85,ETK-1
AZD6094,BHY
Dabrafenib,TE-12
Salubrinal,JURL-MK1
Refametinib_1526,TC-71
Quizartinib,COR-L23
AR-42,SW780
I-BET-762,Hs-578-T
I-BET-151,OCI-LY-19
Rucaparib,OVCAR-3
XMD11-85h,ES8
Quizartinib,THP-1
I-BET-151,SCH
FR-180204,HCC1599
Wnt-C59,MPP-89
PHA-793887,HSC-3
EHT-1864,RO82-W-1
XAV939,MPP-89
Nilotinib,MPP-89
UNC0642,Detroit562
GW441756,EFM-192A
AZD8931,MFE-296
Dabrafenib,NCI-H211
BAY-MPS-combo 2 (paclitaxel 1 uM),NCI-H1838
Refametinib_1526,DMS-53
GW441756,SCH
LCL161,KYSE-450
Dabrafenib,HT-3
Talazoparib,Farage
ZM447439,NCI-H2030
TW 37,ZR-75-30
T0901317,A101D
GSK650394,CAL-72
AS605240,SNU-C2B
Enzastaurin,AU565
QL-X-138,BHY
Torin 2,NCI-H2170
BAY-MPS-combo-1 (paclitaxel 5 uM),NCI-H1838
IC-87114,Hs-445
Ispinesib Mesylate,Hs-578-T
Bicalutamide_1502,EN
CAY10603,MDST8
XAV939,TCCSUP
Selisistat,EPLC-272H
BIBF-1120,JVM-3
Bleomycin,CPC-N
ETP-45835,NCI-H647
Tanespimycin,LS-123
Embelin,SK-MES-1
Tanespimycin,SUIT-2
Refametinib_1014,BE2-M17
NSC-87877,HCC1395
UNC0638_245,DMS-273
QS11,DMS-79
Cisplatin_1496,EVSA-T
A-770041,COLO-684
A-770041,SK-N-FI
VX-11e,ZR-75-30
QS11,NCI-H209
Cisplatin_1005,SW962
Imatinib,OCI-M1
BIBF-1120,SNU-423
PIK-93,RCC-MF
Piperlongumine,NCI-H1648
BMS-345541,SiHa
BIX02189,CP50-MEL-B
Linifanib,PC-14
Ruxolitinib,SK-MES-1
AT7867,Mewo
AZD6482_156,NCI-H716
A-770041,BE-13
Methotrexate,IA-LM
BIBF-1120,Saos-2
Wnt-C59,FADU
SL0101,TGBC11TKB
PHA-793887,TE-15
VX-11e,NKM-1
Masitinib,A2058
Afatinib_1032,MZ7-mel
GW-2580,LC-1-sq
UNC0638_245,SW1710
I-BET-151,LP-1
Dabrafenib,SW756
AZD3514,NB7
BMS-536924_1091,NCI-H211
PFI-3,LC-1-sq
AZD6094,CCK-81
Sphingosine Kinase 1 Inhibitor II,TCCSUP
Rucaparib,RKN
XAV939,DJM-1
Piperlongumine,RERF-LC-MS
GW-2580,NCI-H2023
AZD6482_1066,DMS-53
MIM1,KU812
BMS-509744,EHEB
AZD6482_1066,Detroit562
QS11,SU-DHL-5
Bleomycin (50 uM),NCI-H1793
Tanespimycin,RL
AT7867,KURAMOCHI
MIM1,KYSE-220
Veliparib,KMOE-2
Enzastaurin,NCI-H82
JQ12,HSC-2
PFI-3,U-2-OS
Enzastaurin,SW156
Sunitinib,D-263MG
Entinostat,NB(TU)1-10
VX-11e,UMC-11
FMK,SW780
Cisplatin_1005,NKM-1
Erlotinib,AM-38
Cisplatin_1005,ASH-3
PF-4708671,DMS-53
Sphingosine Kinase 1 Inhibitor II,KNS-62
AS605240,GAK
WH-4-023,K5
LDN-193189,U031
XAV939,GCT
BAY-MPS-combo-1 (paclitaxel 5 uM),NCI-H196
Nilotinib,CAL-72
Zibotentan,P30-OHK
AT7867,NCI-H64
Wnt-C59,OVCA420
SU11274,OAW-28
PF-4708671,GCT
PI-103,FADU
kb NB 142-70,ESS-1
GW-2580,TC-71
AS605240,SW962
AST-1306,MHH-PREB-1
Cisplatin_1005,LB771-HNC
JW-7-24-1,TE-4
IPA-3,A101D
kb NB 142-70,SU-DHL-5
Bicalutamide_1502,ES6
AZD6094,MOLP-8
ZSTK474,MFE-319
AZD6482_1066,BC-1
WHI-P97,HOP-92
Embelin,SW156
TWS119,SW626
Dabrafenib,JEG-3
PFI-1,RH-41
Tozasertib,RPMI-8226
A-83-01,ST486
Quizartinib,NCI-H1694
RO-3306,NCI-H2030
A-83-01,CAL-72
Tanespimycin,NCI-H835
PF-4708671,JM1
CP724714,SUIT-2
AZD6482_1066,ALL-PO
BAY-MPS-combo-1 (paclitaxel 5 uM),OPM-2
(5Z)-7-Oxozeaenol,MCF7
Phenformin,IGR-37
BMS-536924_1091,VAL
Ponatinib,OCI-M1
MK-2206,L-1236
SB216763,D-392MG
FH535,MS-1
PFI-3,KP-3
LFM-A13,HCC1395
QS11,SNU-423
AZD6482_156,SW13
Talazoparib,BE2-M17
CP724714,GCT
FH535,HCC1599
Ruxolitinib,KMRC-1
AZD6738,NB5
Cisplatin_1005,KARPAS-299
XMD11-85h,A549
MK-2206,TGW
Cabozantinib,LU-134-A
JQ12,SK-LU-1
Embelin,Hep3B2-1-7
Tretinoin,A3-KAW
XMD13-2,NCI-H650
VX-702,KMOE-2
XMD11-85h,CHP-212
HG-5-88-01,MKN28
AGI-6780,HEC-1
Obatoclax Mesylate,SW156
MK-2206,KYSE-410
AZD8055,JEG-3
PF-4708671,SW1088
Wnt-C59,PA-1
GW-2580,RCC-MF
CAY10603,AN3-CA
Refametinib_1014,A3-KAW
Cisplatin_1496,OV-90
TW 37,UMC-11
STF-62247,SK-MEL-1
Enzastaurin,SCC-4
Pevonedistat,SUP-B8
CGP-082996,KARPAS-299
Bicalutamide_1502,PE-CA-PJ15
ETP-45835,OSC-19
BAY-MPS-combo-1 (paclitaxel 5 uM),KS-1
CD532,NCI-N87
WH-4-023,U-87-MG
FR-180204,G-MEL
LFM-A13,NCI-H196
GW-2580,SU8686
Cisplatin_1005,DEL
XMD13-2,SW1710
Cisplatin_1496,NMC-G1
GW441756,MKN28
VX-702,SU8686
BAY-MPS-combo-1 (paclitaxel 5 uM),TGBC11TKB
BAY-61-3606,SNU-475
ZM447439,KP-1N
VX-702,DMS-53
BMS-754807,BHY
GSK650394,NCI-H647
GW441756,MHH-CALL-2
ZM447439,LU-134-A
Wnt-C59,D-263MG
BIBF-1120,KYSE-410
WH-4-023,KMOE-2
I-BET-762,JHOS-2
WHI-P97,NCI-H1648
CMK,KURAMOCHI
Shikonin,RL
Cisplatin_1496,HH
CCT-018159,SBC-3
FR-180204,P30-OHK
T0901317,A375
5-Fluorouracil,NCI-H2135
ZM447439,CHP-212
Quizartinib,A388
TWS119,CGTH-W-1
RU-SKI 43,KARPAS-299
STF-62247,D-566MG
XMD11-85h,SK-MEL-2
VX-702,SK-MM-2
Sunitinib,DJM-1
Tozasertib,TE-441-T
IPA-3,SK-N-FI
Bleomycin,P32-ISH
TWS119,NUGC-4
Phenformin,SCH
Sphingosine Kinase 1 Inhibitor II,KU812
RO-3306,NB5
UNC0638_245,TGBC11TKB
HG-5-88-01,WM278
NU7441,BC-1
XMD13-2,OCI-AML2
Wee1 Inhibitor,SW156
XMD13-2,HEC-1
Belinostat,SW756
Bosutinib,CHP-212
Avagacestat_1072,KYSE-450
Ruxolitinib,ESS-1
Tretinoin,YAPC
Dabrafenib,JVM-2
kb NB 142-70,PWR-1E
Salubrinal,HH
Zibotentan,NCI-H82
kb NB 142-70,NCI-H196
CCT-018159,VMRC-LCD
CD532,RCM-1
Obatoclax Mesylate,CW-2
NSC-87877,NOMO-1
NU7441,HCC1395
Sorafenib,MZ2-MEL
BIX02189,OPM-2
Cisplatin_1005,SK-MEL-24
Sphingosine Kinase 1 Inhibitor II,DND-41
UNC0638_245,DB
IOX2,SK-LU-1
Imatinib,NCI-H1963
Motesanib,SW1417
LFM-A13,LU-139
UNC0642,COLO-680N
QS11,MFE-296
BMS-345541,NOMO-1
PFI-1,CAL-85-1
Shikonin,ESS-1
Zibotentan,SK-MEL-28
Motesanib,PA-1
FR-180204,KNS-42
XMD13-2,OAW-28
Avagacestat_1072,LB831-BLC
EHT-1864,SISO
NSC-87877,NUGC-4
BMS-345541,HCC2157
Refametinib_1526,HT-1197
kb NB 142-70,PEO1
XAV939,KYSE-270
I-BET-762,OE19
BAY-61-3606,KM-H2
Avagacestat_205,MFM-223
FR-180204,TK10
BIX02189,ME-180
FH535,IMR-5
IMD-0354,NUGC-3
Bosutinib,HT-1197
TW 37,LU-134-A
SU11274,NCI-H1648
LDN-193189,BC-1
LCL161,769-P
Etoposide,SW756
AZD6738,CAL-33
BAY-MPS-combo 2 (paclitaxel 1 uM),TGBC24TKB
BMS-754807,D-542MG
RO-3306,NCI-H1648
Rucaparib,MHH-PREB-1
Bleomycin (50 uM),SK-LU-1
SB216763,C3A
UNC1215,H4
Wnt-C59,SW962
Ponatinib,JIMT-1
BAY-MPS-combo 2 (paclitaxel 1 uM),NCI-H1975
AZD6738,SK-MEL-1
Cabozantinib,MEL-JUSO
A-770041,OCI-AML3
Refametinib_1014,NCI-H1573
XMD13-2,SK-MEL-30
CCT-018159,JM1
Refametinib_1526,SK-MG-1
AZD8835,HCT-15
Avagacestat_1072,MDA-MB-231
LFM-A13,A2058
LFM-A13,NMC-G1
Piperlongumine,MS-1
UNC1215,SU-DHL-5
AT7867,PCI-38
Cisplatin_1496,PEO1
UNC0638_1236,CP50-MEL-B
Bleomycin (50 uM),A172
BAY-61-3606,CW-2
UNC0638_245,HC-1
SB216763,NCI-H1648
BAY-61-3606,GAK
AZD6482_156,COLO-684
Linifanib,MKN28
Sunitinib,A388
Wee1 Inhibitor,NCI-H2342
QL-X-138,KYSE-450
Afatinib_1032,FU-OV-1
EHT-1864,OV-90
AZD6738,FU-OV-1
Wee1 Inhibitor,OCI-AML5
Cisplatin_1005,KMS-11
I-BET-151,NCI-H522
Avagacestat_1072,DJM-1
Sphingosine Kinase 1 Inhibitor II,SLVL
Cisplatin_1496,NCI-H23
BMS-754807,MZ7-mel
ETP-45835,NCI-H196
GSK1059615,SK-MM-2
Ruxolitinib,SK-MEL-30
Amuvatinib,LB771-HNC
CCT-018159,SW1990
VX-702,SBC-3
Phenformin,JIMT-1
Talazoparib,U-87-MG
Wee1 Inhibitor,U-2-OS
AZD8055,PANC-10-05
A-770041,MPP-89
Shikonin,ES5
CUDC-101,HCC1954
SL0101,ES-2
STF-62247,NCI-H64
IC-87114,NCI-H1944
BMS-345541,Hs-445
(5Z)-7-Oxozeaenol,SK-MEL-3
I-BET-762,769-P
Tivozanib,TGBC24TKB
SB216763,HT-3
5-Fluorouracil,TE-15
Cisplatin_1496,NUGC-4
CD532,RH-18
NU7441,HT-3
NU7441,GCT
Veliparib,RCC-JW
Talazoparib,U-118-MG
QL-X-138,AU565
ETP-45835,PC-3
HG-5-113-01,A375
GSK690693,Hs-940-T
AZD6482_1066,NAMALWA
BAY-MPS-combo 2 (paclitaxel 1 uM),AM-38
GSK650394,AMO-1
GSK690693,NCI-H1048
Cisplatin_1496,Hs-940-T
RU-SKI 43,HCC70
Tanespimycin,Ramos-2G6-4C10
Avagacestat_1072,U031
BMS-536924_1091,COR-L23
UNC0638_1236,OC-314
(5Z)-7-Oxozeaenol,EBC-1
Ruxolitinib,NCI-H1694
Cytarabine,AN3-CA
Sorafenib,SK-ES-1
Wnt-C59,NCI-H650
Imatinib,VAL
Avagacestat_205,RT-112
GSK269962A_127,SBC-1
Dasatinib,BE-13
Salubrinal,KU812
MK-2206,BV-173
BIX02189,BHT-101
XAV939,L-1236
T0901317,SW1990
BIBF-1120,HCC70
RO-3306,Ramos-2G6-4C10
Dasatinib,LU-139
CCT-018159,U-2-OS
FR-180204,NCI-H209
WH-4-023,NCI-H2135
RU-SKI 43,LB2518-MEL
PFI-3,RKN
SU11274,SISO
Cisplatin_1496,BT-483
Sorafenib,TE-15
Wee1 Inhibitor,NCI-H716
Ruxolitinib,MOLM-13
IC-87114,PE-CA-PJ15
HG-5-113-01,OCI-AML5
AZD8055,HCT-116
5-Fluorouracil,UACC-257
BIX02189,SiHa
Cabozantinib,RCC-MF
Enzastaurin,MDA-MB-330
Masitinib,CAL-33
PF-562271,TE-12
Methotrexate,GAK
Tretinoin,Hep3B2-1-7
AS605240,VCaP
Tipifarnib,SW962
Nilotinib,TGW
BMS-509744,A101D
Refametinib_1014,NCI-H2342
Avagacestat_1072,MS-1
PF-4708671,NCI-H1944
AZD6482_156,LN-18
Cabozantinib,BHT-101
CMK,DEL
Avagacestat_205,RF-48
WHI-P97,AM-38
SB216763,SU-DHL-5
FR-180204,TE-12
A-770041,LU-134-A
BMS-509744,COLO-684
PF-4708671,MFM-223
LCL161,IGR-37
SL0101,SNG-M
IPA-3,NCI-H716
FH535,KP-3
RO-3306,SK-MEL-3
AZD4547_1135,IST-MES1
AZD6482_156,D-247MG
AR-42,JHOS-2
Erlotinib,SBC-1
Tivozanib,JHU-022
ZSTK474,TCCSUP
AZD6094,KYSE-150
NSC-87877,H4
RO-3306,MOLP-8
PF-4708671,OE19
MK-2206,NCI-H2170
BMS-509744,CPC-N
VX-702,JHU-022
NU7441,KP-3
CCT-018159,NUGC-3
GW441756,MFH-ino
STF-62247,NCI-H2023
ETP-45835,ROS-50
MIM1,KYSE-150
Cisplatin_1496,NCI-H1694
Belinostat,NCI-H2030
IC-87114,no-11
QL-X-138,OSC-19
WYE-125132,SISO
GW441756,LB831-BLC
Salubrinal,WIL2-NS
GSK650394,PA-TU-8988T
SU11274,BC-1
Selisistat,SK-MG-1
I-BET-762,IST-MES1
UNC1215,D-566MG
PIK-93,AM-38
PF-562271,IST-MES1
LDN-193189,MZ7-mel
PF-4708671,KMRC-1
I-BET-762,LB2518-MEL
IC-87114,SiHa
I-BET-151,RL
Entinostat,NB5
AZD4547_1135,MZ2-MEL
A-770041,ALL-PO
Avagacestat_1072,JHOS-2
A-83-01,ZR-75-30
AZD6482_1066,MKN45
AZD6094,NCI-H2085
WYE-125132,EMC-BAC-1
Phenformin,SUIT-2
FH535,K5
VX-702,SW756
QS11,PANC-10-05
Tretinoin,D-263MG
TW 37,NCI-H1573
Phenformin,RCC-AB
kb NB 142-70,SK-MEL-2
Wee1 Inhibitor,NCI-H64
RU-SKI 43,D-392MG
AZD6482_156,Hs-445
Zibotentan,KP-2
LFM-A13,SK-N-AS
Sunitinib,ES5
Tretinoin,KNS-62
QS11,NCI-H196
PF-4708671,MDA-MB-436
SL0101,SW13
SL0101,FTC-133
VX-11e,MDA-MB-330
GSK269962A_127,ALL-PO
Tozasertib,Ramos-2G6-4C10
LCL161,TK10
IMD-0354,KURAMOCHI
Tretinoin,Hs-940-T
Zibotentan,SNU-C1
EHT-1864,BHY
5-Fluorouracil,NCI-H1975
CMK,SLVL
QL-X-138,NCI-H1944
VX-11e,23132-87
GW-2580,NCI-H650
FH535,HCC1954
BAY-MPS-combo 2 (paclitaxel 1 uM),IA-LM
Veliparib,BT-483
Enzastaurin,JEG-3
BIX02189,RT4
FR-180204,PL4
AZD8835,KNS-42
JW-7-24-1,OAW-28
AST-1306,GA-10
A-83-01,CPC-N
GW-2580,KM12
ZM447439,EM-2
Masitinib,G-MEL
BMS-345541,COR-L23
kb NB 142-70,SBC-3
WHI-P97,NMC-G1
Parthenolide,NCI-H720
Ponatinib,PL4
BAY-61-3606,ZR-75-30
MIM1,CP66-MEL
CCT-018159,RKN
SB216763,AN3-CA
Refametinib_1014,SK-N-FI
Shikonin,NCI-H1573
CP724714,DMS-79
AZD6738,SLVL
XAV939,U031
PI-103,NCI-H1770
Wee1 Inhibitor,CAL-33
WH-4-023,KURAMOCHI
Quizartinib,NCI-H1869
Wnt-C59,OVCAR-5
XAV939,KS-1
5-Fluorouracil,GCT
BIX02189,A253
XMD8-85,BV-173
kb NB 142-70,RH-41
UNC0642,Ramos-2G6-4C10
Belinostat,HCC1395
HG-5-88-01,GI-ME-N
(5Z)-7-Oxozeaenol,HCC1143
Nilotinib,SW982
SB216763,KURAMOCHI
CP724714,ES8
NSC-87877,VCaP
MK-2206,MEL-JUSO
Quizartinib,NCI-H209
Methotrexate,LS-123
NU7441,OCI-AML5
AST-1306,SK-MEL-3
Bicalutamide_1502,COR-L32
Refametinib_1014,OPM-2
QS11,A253
Bicalutamide_1502,KYSE-220
WYE-125132,TGW
Phenformin,NB17
(5Z)-7-Oxozeaenol,NCI-H2030
XAV939,NCI-H835
Cytarabine,KYSE-50
Avagacestat_1072,NCI-N87
BIBF-1120,BE-13
PF-562271,SBC-1
AGI-6780,CW-2
MK-2206,HOP-62
AT7867,UACC-257
GW441756,GI-1
PFI-1,KP-1N
CGP-082996,TGBC24TKB
IMD-0354,A253
Motesanib,no-11
BAY-MPS-combo 2 (paclitaxel 1 uM),TGBC11TKB
Linifanib,SW156
SL0101,NCI-H1694
GW441756,TGW
PF-562271,NCI-H64
JQ12,NCI-H82
Tretinoin,OE33
Etoposide,SW1417
Amuvatinib,CP66-MEL
UNC1215,MFM-223
Etoposide,MZ2-MEL
UNC0638_1236,U-118-MG
Cisplatin_1496,SK-MEL-28
JQ12,BT-483
CGP-082996,AMO-1
Linifanib,NCI-H1838
XMD8-85,Hs-445
BMS-754807,FTC-133
ETP-45835,NCI-H522
I-BET-762,K2
PF-562271,MPP-89
Masitinib,SW1710
Tozasertib,L-540
CD532,LU-134-A
XAV939,COLO-680N
AGI-6780,SK-MEL-5
CP724714,NOMO-1
Bleomycin (50 uM),Saos-2
LCL161,RC-K8
WYE-125132,C3A
QS11,A375
GSK690693,NCI-H1694
A-83-01,KMOE-2
CD532,CGTH-W-1
QS11,Saos-2
RU-SKI 43,SW1417
Talazoparib,DJM-1
Avagacestat_1072,LP-1
Embelin,TC-71
JQ12,SK-MEL-28
